fnr_boot_lo,fnr_boot_hi,lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,n_test_images,n_test_components,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,398,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,27,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.92,20,25,0.0,False,0.0,0.0,0.0,56.000001430511574,0.8771929751179263,27,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,56
,,1.0,1000,False,0.0,0.0,1.0,0.92,20,25,0.0,False,0.0,0.0,0.0,56.000001430511574,0.8771929751179263,27,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,56
,,1.0,1000,False,0.0,0.0,1.0,0.92,20,25,0.0,False,0.0,0.0,0.0,56.000001430511574,0.8771929751179263,27,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,56
,,1.0,1000,False,0.0,0.0,1.0,0.92,20,25,0.0,False,0.0,0.0,0.0,56.000001430511574,0.8771929751179263,27,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,56
,,1.0,1000,False,0.0,0.0,1.0,0.92,20,25,0.0,False,0.0,0.0,0.0,56.000001430511574,0.8771929751179263,27,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,56
,,1.0,1000,False,0.0,0.0,1.0,0.92,20,25,0.0,False,0.0,0.0,0.0,56.000001430511574,0.8771929751179263,27,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,56
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,78,0.0,False,0.0,0.0,0.0,85.00006079674986,0.8247422193895584,27,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,85
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,78,0.0,False,0.0,0.0,0.0,85.00006079674986,0.8247422193895584,27,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,85
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,78,0.0,False,0.0,0.0,0.0,85.00006079674986,0.8247422193895584,27,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,85
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,78,0.0,False,0.0,0.0,0.0,85.00006079674986,0.8247422193895584,27,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,85
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,78,0.0,False,0.0,0.0,0.0,85.00006079674986,0.8247422193895584,27,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,85
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,78,0.0,False,0.0,0.0,0.0,85.00006079674986,0.8247422193895584,27,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,85
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,415,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,28,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,415,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,28,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,415,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,28,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,415,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,28,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,415,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,28,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.404,149,415,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,28,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.916,21,28,0.0,False,0.0,0.0,0.0,71.0000002384186,0.8492569019318779,28,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,71
,,1.0,1000,False,0.0,0.0,1.0,0.916,21,28,0.0,False,0.0,0.0,0.0,71.0000002384186,0.8492569019318779,28,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,71
,,1.0,1000,False,0.0,0.0,1.0,0.916,21,28,0.0,False,0.0,0.0,0.0,71.0000002384186,0.8492569019318779,28,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,71
,,1.0,1000,False,0.0,0.0,1.0,0.916,21,28,0.0,False,0.0,0.0,0.0,71.0000002384186,0.8492569019318779,28,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,71
,,1.0,1000,False,0.0,0.0,1.0,0.916,21,28,0.0,False,0.0,0.0,0.0,71.0000002384186,0.8492569019318779,28,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,71
,,1.0,1000,False,0.0,0.0,1.0,0.916,21,28,0.0,False,0.0,0.0,0.0,71.0000002384186,0.8492569019318779,28,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,71
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,96,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,28,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,96,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,28,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,96,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,28,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,96,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,28,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,96,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,28,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,96,0.0,False,0.0,0.0,0.0,100.00006318093541,0.7999999542236355,28,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,100
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,358,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,29,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,358,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,29,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,358,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,29,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,358,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,29,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,358,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,29,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,358,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,29,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,29,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,29,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,29,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,29,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,29,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,29,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.876,31,67,0.0,False,0.0,0.0,0.0,81.0000264644644,0.8316008085175288,29,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,81
,,1.0,1000,False,0.0,0.0,1.0,0.876,31,67,0.0,False,0.0,0.0,0.0,81.0000264644644,0.8316008085175288,29,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,81
,,1.0,1000,False,0.0,0.0,1.0,0.876,31,67,0.0,False,0.0,0.0,0.0,81.0000264644644,0.8316008085175288,29,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,81
,,1.0,1000,False,0.0,0.0,1.0,0.876,31,67,0.0,False,0.0,0.0,0.0,81.0000264644644,0.8316008085175288,29,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,81
,,1.0,1000,False,0.0,0.0,1.0,0.876,31,67,0.0,False,0.0,0.0,0.0,81.0000264644644,0.8316008085175288,29,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,81
,,1.0,1000,False,0.0,0.0,1.0,0.876,31,67,0.0,False,0.0,0.0,0.0,81.0000264644644,0.8316008085175288,29,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,81
,,1.0,1000,False,0.0,0.0,1.0,0.408,148,359,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,30,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.408,148,359,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,30,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.408,148,359,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,30,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.408,148,359,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,30,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.408,148,359,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,30,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.408,148,359,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,30,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,21,0.0,False,0.0,0.0,0.0,65.0000059604645,0.8602150449423119,30,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,65
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,21,0.0,False,0.0,0.0,0.0,65.0000059604645,0.8602150449423119,30,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,65
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,21,0.0,False,0.0,0.0,0.0,65.0000059604645,0.8602150449423119,30,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,65
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,21,0.0,False,0.0,0.0,0.0,65.0000059604645,0.8602150449423119,30,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,65
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,21,0.0,False,0.0,0.0,0.0,65.0000059604645,0.8602150449423119,30,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,65
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,21,0.0,False,0.0,0.0,0.0,65.0000059604645,0.8602150449423119,30,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,65
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,62,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,30,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,62,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,30,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,62,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,30,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,62,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,30,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,62,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,30,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,62,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,30,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.4,150,371,0.0,False,0.0,0.0,0.0,104.00003433227889,0.7936507696227189,31,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.4,150,371,0.0,False,0.0,0.0,0.0,104.00003433227889,0.7936507696227189,31,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.4,150,371,0.0,False,0.0,0.0,0.0,104.00003433227889,0.7936507696227189,31,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.4,150,371,0.0,False,0.0,0.0,0.0,104.00003433227889,0.7936507696227189,31,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.4,150,371,0.0,False,0.0,0.0,0.0,104.00003433227889,0.7936507696227189,31,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.4,150,371,0.0,False,0.0,0.0,0.0,104.00003433227889,0.7936507696227189,31,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,72.00001239776643,0.8474576134203634,31,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,72
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,72.00001239776643,0.8474576134203634,31,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,72
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,72.00001239776643,0.8474576134203634,31,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,72
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,72.00001239776643,0.8474576134203634,31,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,72
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,72.00001239776643,0.8474576134203634,31,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,72
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,23,0.0,False,0.0,0.0,0.0,72.00001239776643,0.8474576134203634,31,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,72
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,96,0.0,False,0.0,0.0,0.0,89.00003194809273,0.817995884495651,31,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,89
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,96,0.0,False,0.0,0.0,0.0,89.00003194809273,0.817995884495651,31,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,89
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,96,0.0,False,0.0,0.0,0.0,89.00003194809273,0.817995884495651,31,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,89
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,96,0.0,False,0.0,0.0,0.0,89.00003194809273,0.817995884495651,31,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,89
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,96,0.0,False,0.0,0.0,0.0,89.00003194809273,0.817995884495651,31,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,89
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,96,0.0,False,0.0,0.0,0.0,89.00003194809273,0.817995884495651,31,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,89
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,376,0.0,False,0.0,0.0,0.0,108.00006866456425,0.7874015275008117,32,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,108
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,376,0.0,False,0.0,0.0,0.0,108.00006866456425,0.7874015275008117,32,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,108
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,376,0.0,False,0.0,0.0,0.0,108.00006866456425,0.7874015275008117,32,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,108
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,376,0.0,False,0.0,0.0,0.0,108.00006866456425,0.7874015275008117,32,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,108
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,376,0.0,False,0.0,0.0,0.0,108.00006866456425,0.7874015275008117,32,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,108
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,376,0.0,False,0.0,0.0,0.0,108.00006866456425,0.7874015275008117,32,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,108
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,28,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,32,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,28,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,32,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,28,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,32,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,28,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,32,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,28,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,32,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,28,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,32,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,94,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,32,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,94,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,32,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,94,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,32,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,94,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,32,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,94,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,32,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,94,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,32,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,419,0.0,False,0.0,0.0,0.0,103.9998596370055,0.7936298657489029,33,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,419,0.0,False,0.0,0.0,0.0,103.9998596370055,0.7936298657489029,33,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,419,0.0,False,0.0,0.0,0.0,103.9998596370055,0.7936298657489029,33,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,419,0.0,False,0.0,0.0,0.0,103.9998596370055,0.7936298657489029,33,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,419,0.0,False,0.0,0.0,0.0,103.9998596370055,0.7936298657489029,33,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.384,154,419,0.0,False,0.0,0.0,0.0,103.9998596370055,0.7936298657489029,33,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,104
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,69.00000214576723,0.8528784630845025,33,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,69
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,69.00000214576723,0.8528784630845025,33,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,69
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,69.00000214576723,0.8528784630845025,33,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,69
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,69.00000214576723,0.8528784630845025,33,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,69
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,69.00000214576723,0.8528784630845025,33,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,69
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,69.00000214576723,0.8528784630845025,33,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,69
,,1.0,1000,False,0.0,0.0,1.0,0.856,36,72,0.0,False,0.0,0.0,0.0,92.00005769730659,0.8130080859559795,33,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,92
,,1.0,1000,False,0.0,0.0,1.0,0.856,36,72,0.0,False,0.0,0.0,0.0,92.00005769730659,0.8130080859559795,33,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,92
,,1.0,1000,False,0.0,0.0,1.0,0.856,36,72,0.0,False,0.0,0.0,0.0,92.00005769730659,0.8130080859559795,33,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,92
,,1.0,1000,False,0.0,0.0,1.0,0.856,36,72,0.0,False,0.0,0.0,0.0,92.00005769730659,0.8130080859559795,33,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,92
,,1.0,1000,False,0.0,0.0,1.0,0.856,36,72,0.0,False,0.0,0.0,0.0,92.00005769730659,0.8130080859559795,33,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,92
,,1.0,1000,False,0.0,0.0,1.0,0.856,36,72,0.0,False,0.0,0.0,0.0,92.00005769730659,0.8130080859559795,33,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,92
,,1.0,1000,False,0.0,0.0,1.0,0.42,145,367,0.0,False,0.0,0.0,0.0,105.00004291534965,0.792079178004532,34,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,105
,,1.0,1000,False,0.0,0.0,1.0,0.42,145,367,0.0,False,0.0,0.0,0.0,105.00004291534965,0.792079178004532,34,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,105
,,1.0,1000,False,0.0,0.0,1.0,0.42,145,367,0.0,False,0.0,0.0,0.0,105.00004291534965,0.792079178004532,34,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,105
