fnr_boot_lo,fnr_boot_hi,n_test_clusters,lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,fp_lam_index,n_test_images,n_test_components,n_missed_components,region_fnr_component_avg,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
,,,0.9999004594582649,667,True,0.07143175451998982,0.07143175451998982,0.2370607852935791,29.50438596491228,650.0,221,744.0,47.0,0.06317204301075269,0.09421052631578952,False,0.08651911468812877,0.01834862385321101,0.0,,,0,person,0.05,0.1,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9995512546100669,558,True,0.1191421323774265,0.1191421323774265,0.11434710770845413,23.56798245614035,550.0,221,744.0,90.0,0.12096774193548387,0.09754385964912282,False,0.1710261569416499,0.022935779816513763,0.0,,,0,person,0.05,0.1,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,,-1,True,,0.5149087840264311,0.005262807942926884,,,456,,,0.49731182795698925,,False,,,,,,0,person,0.05,0.1,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9990137205143688,501,True,0.16154789780355389,0.16154789780355389,0.07868343591690063,19.54605263157895,500.0,221,744.0,117.0,0.15725806451612903,0.11131578947368426,False,0.22535211267605634,0.022935779816513763,0.0,,,0,person,0.1,0.1,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9990137205143688,501,True,0.16154789780355389,0.16154789780355389,0.07868343591690063,19.54605263157895,500.0,221,744.0,117.0,0.15725806451612903,0.11131578947368426,False,0.22535211267605634,0.022935779816513763,0.0,,,0,person,0.1,0.1,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,,-1,True,,0.5149087840264311,0.005262807942926884,,,456,,,0.49731182795698925,,False,,,,,,0,person,0.1,0.1,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9929854470158003,359,True,0.23811809733755435,0.23811809733755435,0.031053945422172546,10.293859649122806,350.0,221,744.0,175.0,0.23521505376344087,0.10824561403508781,False,0.3299798792756539,0.05045871559633028,0.0,,,0,person,0.2,0.1,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.992483771059818,354,True,0.2454676105694205,0.2454676105694205,0.029557140544056892,10.293859649122806,350.0,221,744.0,179.0,0.24059139784946237,0.09842105263157896,False,0.3380281690140845,0.05045871559633028,0.0,,,0,person,0.2,0.1,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,,-1,True,,0.5149087840264311,0.005262807942926884,,,456,,,0.49731182795698925,,False,,,,,,0,person,0.2,0.1,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9999631871026358,739,True,0.06170324773265949,0.06170324773265949,0.36528241634368896,27.734649122807017,725.0,221,744.0,44.0,0.05913978494623656,0.10701754385964912,False,0.08048289738430583,0.01834862385321101,0.0,,,0,person,0.05,0.5,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.999859395247587,642,True,0.11647176353058705,0.11647176353058707,0.19953370094299316,28.44956140350877,625.0,221,744.0,77.0,0.10349462365591398,0.08868421052631578,False,0.1448692152917505,0.022935779816513763,0.0,,,0,person,0.05,0.5,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,,-1,True,,0.6030916795622677,0.005262807942926884,,,456,,,0.5833333333333334,,False,,,,,,0,person,0.05,0.5,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9996091591042076,568,True,0.16641748774101714,0.16641748774101717,0.12262513488531113,23.56798245614035,550.0,221,744.0,116.0,0.15591397849462366,0.08219298245614032,False,0.21730382293762576,0.03669724770642202,0.0,,,0,person,0.1,0.5,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9995512546100669,558,True,0.1774848517495576,0.1774848517495576,0.11434710770845413,23.56798245614035,550.0,221,744.0,126.0,0.1693548387096774,0.09754385964912282,False,0.23742454728370221,0.03669724770642202,0.0,,,0,person,0.1,0.5,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,,-1,True,,0.6030916795622677,0.005262807942926884,,,456,,,0.5833333333333334,,False,,,,,,0,person,0.1,0.5,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9990137205143688,501,True,0.19995599548766965,0.1999559954876697,0.07868343591690063,19.54605263157895,500.0,221,744.0,146.0,0.19623655913978494,0.11131578947368426,False,0.27565392354124746,0.04128440366972477,0.0,,,0,person,0.2,0.5,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9983327527874489,463,True,0.22773006907622295,0.2277300690762229,0.06252104789018631,15.991228070175438,450.0,221,744.0,169.0,0.2271505376344086,0.1521052631578948,False,0.3158953722334004,0.05045871559633028,0.034482758620689655,,,0,person,0.2,0.5,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,,-1,True,,0.6030916795622677,0.005262807942926884,,,456,,,0.5833333333333334,,False,,,,,,0,person,0.2,0.5,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,26
,,,0.9999827813142501,794,True,0.03805774278215223,0.03805774278215223,0.3231664299964905,27.31140350877193,775.0,127,170.0,6.0,0.03529411764705882,0.13061403508771932,False,0.047244094488188976,0.0,0.0,,,0,rider,0.05,0.1,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,19
,,,0.9999827813142501,794,True,0.03805774278215223,0.03805774278215223,0.3231664299964905,27.31140350877193,775.0,127,170.0,6.0,0.03529411764705882,0.13061403508771932,False,0.047244094488188976,0.0,0.0,,,0,rider,0.05,0.1,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,19
,,,,-1,True,,0.7808398950131232,0.0003373360086698085,,,456,,,0.8058823529411765,,False,,,,,,0,rider,0.05,0.1,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,19
,,,0.9999696610881581,753,True,0.049868766404199474,0.049868766404199474,0.24320107698440552,27.530701754385966,750.0,127,170.0,8.0,0.047058823529411764,0.09903508771929814,False,0.06299212598425197,0.0,0.0,,,0,rider,0.1,0.1,region_crc,mask2former_swinb_cityscapes,acdc_night_targetcal50,19
,,,0.9999696610881581,753,True,0.049868766404199474,0.049868766404199474,0.24320107698440552,27.530701754385966,750.0,127,170.0,8.0,0.047058823529411764,0.09903508771929814,False,0.06299212598425197,0.0,0.0,,,0,rider,0.1,0.1,heuristic,mask2former_swinb_cityscapes,acdc_night_targetcal50,19
,,,,-1,True,,0.7808398950131232,0.0003373360086698085,,,456,,,0.8058823529411765,,False,,,,,,0,rider,0.1,0.1,argmax,mask2former_swinb_cityscapes,acdc_night_targetcal50,19
