lam,lam_index,feasible,region_fnr,marked_area_fraction,n_test_images,n_test_components,n_cal_images,temperature,seed,class_name,alpha,rho,method,model,scheme
0.9776127886143166,275,True,0.03184964475096054,0.03692619502544403,200,1321,202,2.0,0,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9773013514811618,274,True,0.03184964475096054,0.03671357035636902,200,1321,202,2.0,0,person,0.05,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9419235582478688,206,True,0.10811090152537521,0.025003422051668167,200,1321,202,2.0,0,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9411156344644411,205,True,0.10811090152537521,0.02487008459866047,200,1321,202,2.0,0,person,0.1,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.8534452159044088,139,True,0.21422797062328797,0.017978304997086525,200,1321,202,2.0,0,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.8493392933813257,137,True,0.21808480823012555,0.01781388372182846,200,1321,202,2.0,0,person,0.2,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9893830444280127,329,True,0.037503042766200666,0.05016649141907692,200,1321,202,2.0,0,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9869382911186816,314,True,0.04633762923236608,0.04612016677856445,200,1321,202,2.0,0,person,0.05,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9683772233983162,250,True,0.1026567908212645,0.031985312700271606,200,1321,202,2.0,0,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9679373067549454,249,True,0.10560513390118652,0.03179926052689552,200,1321,202,2.0,0,person,0.1,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9108749061866255,175,True,0.21541674895022417,0.021330932155251503,200,1321,202,2.0,0,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9058110403477159,171,True,0.22412616453463977,0.02091830223798752,200,1321,202,2.0,0,person,0.2,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9920567176527572,350,True,0.08071254142682713,0.013146829791367054,126,344,127,2.0,0,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9902276277904419,335,True,0.0928818535961393,0.011629249900579453,126,344,127,2.0,0,rider,0.05,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9834803820177098,297,True,0.1529381993667708,0.008703459054231644,126,344,127,2.0,0,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9782229022764684,277,True,0.16526449740735455,0.007554155308753252,126,344,127,2.0,0,rider,0.1,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9521369907677362,220,True,0.24637967852253564,0.005187685135751963,126,344,127,2.0,0,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9465435640603028,212,True,0.2729102907674336,0.004941082093864679,126,344,127,2.0,0,rider,0.2,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9950340767854966,384,True,0.0793897901040758,0.01754482463002205,126,344,127,2.0,0,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.994678917407332,379,True,0.0813739170882028,0.01680407114326954,126,344,127,2.0,0,rider,0.05,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9890855966355124,327,True,0.15817832960690104,0.01091333944350481,126,344,127,2.0,0,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9886237271417657,324,True,0.16611483754340897,0.010658802464604378,126,344,127,2.0,0,rider,0.1,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9674912702614565,248,True,0.2556389377817949,0.006207290571182966,126,344,127,2.0,0,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9674912702614565,248,True,0.2556389377817949,0.006207290571182966,126,344,127,2.0,0,rider,0.2,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9760116708098051,270,True,0.10354622906006304,0.019625315442681313,165,784,180,2.0,0,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9749965463830357,267,True,0.1078345669847646,0.01923917979001999,165,784,180,2.0,0,bicycle,0.05,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9501115512539988,217,True,0.17611160688235789,0.014265581034123898,165,784,180,2.0,0,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9501115512539988,217,True,0.17611160688235789,0.014265581034123898,165,784,180,2.0,0,bicycle,0.1,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.8632271174404151,144,True,0.2569626859745437,0.010219535790383816,165,784,180,2.0,0,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.8593952475870086,142,True,0.25843898745084515,0.010136356577277184,165,784,180,2.0,0,bicycle,0.2,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9854118573972466,306,True,0.10266418181437945,0.02509509027004242,165,784,180,2.0,0,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9845829954705044,302,True,0.11261367676387439,0.0244083683937788,165,784,180,2.0,0,bicycle,0.05,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9679373067549454,249,True,0.17897377838089298,0.017146147787570953,165,784,180,2.0,0,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9679373067549454,249,True,0.17897377838089298,0.017146147787570953,165,784,180,2.0,0,bicycle,0.1,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9144933287115317,178,True,0.27101000229458727,0.011820252984762192,165,784,180,2.0,0,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9108749061866255,175,True,0.2719479532325382,0.011663265526294708,165,784,180,2.0,0,bicycle,0.2,0.5,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.9616292754507721,236,True,0.09110995531338667,0.029464932158589363,204,1338,198,2.1,1,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9559445136493446,226,True,0.11179096275910001,0.027667341753840446,204,1338,198,2.1,1,person,0.05,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.916823622889733,180,True,0.15676129890230234,0.021103177219629288,204,1338,198,2.1,1,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.9144933287115317,178,True,0.15923687887788238,0.02087452821433544,204,1338,198,2.1,1,person,0.1,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
0.8293917610996877,128,True,0.24816783021007358,0.016177095472812653,204,1338,198,2.1,1,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half
0.8270183640784898,127,True,0.24844016136475766,0.016098253428936005,204,1338,198,2.1,1,person,0.2,0.1,heuristic,segformer_b5_cityscapes,cityscapes_val_half
