fnr_boot_lo,fnr_boot_hi,n_test_clusters,lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,n_test_images,n_test_components,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
,,,1.0,1000,True,0.0,0.0,1.0,0.18,205,1354,0.0,False,0.0,0.0,0.0,,,27,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,197
,,,0.993,993,True,0.07427317016445523,0.12564417346604162,0.02620629221200943,0.18,205,1354,0.060000000000000026,False,0.16310160427807488,0.03640256959314775,0.0,,,27,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,197
,,,0.8240000000000001,824,True,0.18565613187229996,0.344236958099527,0.01557367853820324,5.084,205,1354,0.064,False,0.516042780748663,0.10492505353319058,0.0,,,27,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,197
,,,1.0,1000,True,0.0,0.0,1.0,0.452,137,370,0.0,False,0.0,0.0,0.0,,,27,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,116
,,,1.0,1000,True,0.0,0.0,1.0,0.452,137,370,0.0,False,0.0,0.0,0.0,,,27,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,116
,,,0.995,995,True,0.1418974874868347,0.1829973351871162,0.005857559386640787,0.452,137,370,0.052000000000000046,False,0.275,0.08208955223880597,0.0,,,27,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,116
,,,1.0,1000,True,0.0,0.0,1.0,0.452,137,370,0.0,False,0.0,0.0,0.0,,,27,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,116
,,,1.0,1000,True,0.0,0.0,1.0,0.452,137,370,0.0,False,0.0,0.0,0.0,,,27,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,116
,,,0.998,998,True,0.1616531316212202,0.1925269377824122,0.0071629066951572895,0.452,137,370,0.05199999999999999,False,0.27,0.08955223880597014,0.027777777777777776,,,27,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,116
,,,0.999,999,True,0.03921056810198782,0.05909644305598062,0.021584736183285713,0.308,173,858,0.06800000000000003,False,0.08096280087527352,0.012738853503184714,0.0,,,27,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.986,986,True,0.07865879848515492,0.1373792713388089,0.012549256905913353,6.072,173,858,0.055999999999999994,False,0.2013129102844639,0.025477707006369428,0.0,,,27,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.357,357,True,0.24385582362588118,0.40286128167801066,0.00615918543189764,0.752,173,858,0.08799999999999997,False,0.6980306345733042,0.07961783439490445,0.0,,,27,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,1.0,1000,True,0.0,0.0,1.0,0.308,173,858,0.0,False,0.0,0.0,0.0,,,27,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.997,997,True,0.07619399311859415,0.12547701174868806,0.016858238726854324,0.308,173,858,0.06799999999999998,False,0.19037199124726478,0.025477707006369428,0.0,,,27,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.763,763,True,0.24016953502647387,0.37387136268469146,0.008016864769160748,1.532,173,858,0.07599999999999996,False,0.6039387308533917,0.08598726114649681,0.0,,,27,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.996,996,True,0.03026985054035141,0.06036740363396556,0.0294102244079113,0.196,201,1363,0.05999999999999994,False,0.08774373259052924,0.012096774193548387,0.0,,,28,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,201
,,,0.9410000000000001,941,True,0.10371232180629338,0.18621061761793858,0.01939856819808483,9.876,201,1363,0.05599999999999994,False,0.27298050139275765,0.04032258064516129,0.0,,,28,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,201
,,,0.468,468,True,0.2041623451255229,0.37421920931798014,0.01342804916203022,2.308,201,1363,0.05600000000000005,False,0.6002785515320335,0.10483870967741936,0.0,,,28,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,201
,,,1.0,1000,True,0.0,0.0,1.0,0.196,201,1363,0.0,False,0.0,0.0,0.0,,,28,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,201
,,,0.988,988,True,0.10360673850085092,0.16603747363297136,0.024606119841337204,0.196,201,1363,0.06400000000000006,False,0.21030640668523676,0.046370967741935484,0.0,,,28,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,201
,,,0.759,759,True,0.20896879667007287,0.37072192648579294,0.01570841483771801,4.14,201,1363,0.064,False,0.552924791086351,0.1310483870967742,0.0,,,28,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,201
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,357,0.0,False,0.0,0.0,0.0,,,28,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.999,999,True,0.11069615525085699,0.13214658904314075,0.008285957388579845,0.536,116,357,0.09200000000000003,False,0.15789473684210525,0.025423728813559324,0.0,,,28,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.96,960,True,0.2779647047141652,0.341656714932577,0.0037354258820414543,1.712,116,357,0.09600000000000003,False,0.4354066985645933,0.1271186440677966,0.0,,,28,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,357,0.0,False,0.0,0.0,0.0,,,28,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,357,0.0,False,0.0,0.0,0.0,,,28,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.991,991,True,0.26663745596304883,0.31610252774045877,0.005026073660701513,0.536,116,357,0.08400000000000002,False,0.37799043062200954,0.1271186440677966,0.0,,,28,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.996,996,True,0.06955824203797219,0.11780895743952559,0.015876350924372673,0.348,163,846,0.07200000000000001,False,0.16071428571428573,0.01607717041800643,0.0,,,28,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,182
,,,0.971,971,True,0.1288596862119629,0.20634414626773376,0.011322052218019962,5.692,163,846,0.09200000000000003,False,0.29017857142857145,0.03215434083601286,0.0,,,28,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,182
,,,0.663,663,True,0.1790134354782328,0.32447088208350033,0.0076430318877100945,1.34,163,846,0.08799999999999997,False,0.5424107142857143,0.06752411575562701,0.0,,,28,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,182
,,,0.999,999,True,0.07795160071737939,0.11827289067886562,0.021203987300395966,0.348,163,846,0.068,False,0.15401785714285715,0.022508038585209004,0.0,,,28,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,182
,,,0.989,989,True,0.1366123325901021,0.21432146807580257,0.013209790922701359,0.348,163,846,0.064,False,0.2924107142857143,0.04823151125401929,0.0,,,28,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,182
,,,0.892,892,True,0.17773718309789213,0.308538071960867,0.009307952597737312,2.664,163,846,0.09599999999999997,False,0.4799107142857143,0.07395498392282958,0.0,,,28,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,182
,,,0.994,994,True,0.04271860429614658,0.08176124376234835,0.02554197423160076,0.204,199,1368,0.08400000000000007,False,0.11570247933884298,0.00796812749003984,0.0,,,29,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.913,913,True,0.12762321731731036,0.21792931675191274,0.016132738441228867,8.644,199,1368,0.07999999999999996,False,0.30991735537190085,0.05179282868525897,0.0,,,29,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.444,444,True,0.21175819460368578,0.3843099984331296,0.011178531683981419,2.252,199,1368,0.08399999999999996,False,0.6143250688705234,0.1254980079681275,0.0,,,29,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.999,999,True,0.05362558189566688,0.07886166009643304,0.03605338931083679,0.204,199,1368,0.08400000000000007,False,0.09504132231404959,0.0199203187250996,0.0,,,29,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.983,983,True,0.12563314527313252,0.19804659068237015,0.021189607679843903,13.916,199,1368,0.08000000000000007,False,0.26859504132231404,0.055776892430278883,0.0,,,29,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.759,759,True,0.20903913765896337,0.36624701418632377,0.013554996810853481,4.204,199,1368,0.08399999999999996,False,0.5537190082644629,0.13346613545816732,0.0,,,29,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,1.0,1000,True,0.0,0.0,1.0,0.496,126,338,0.0,False,0.0,0.0,0.0,,,29,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,127
,,,1.0,1000,True,0.0,0.0,1.0,0.496,126,338,0.0,False,0.0,0.0,0.0,,,29,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,127
,,,0.997,997,True,0.07294024977395662,0.12280801209372637,0.006574762519448996,0.496,126,338,0.08400000000000007,False,0.22527472527472528,0.04918032786885246,0.0,,,29,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,127
,,,1.0,1000,True,0.0,0.0,1.0,0.496,126,338,0.0,False,0.0,0.0,0.0,,,29,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,127
,,,1.0,1000,True,0.0,0.0,1.0,0.496,126,338,0.0,False,0.0,0.0,0.0,,,29,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,127
,,,0.999,999,True,0.08937303935564468,0.13089569160997733,0.008483480662107468,0.496,126,338,0.07600000000000007,False,0.21428571428571427,0.05737704918032787,0.0,,,29,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,127
,,,1.0,1000,True,0.0,0.0,1.0,0.28,180,950,0.0,False,0.0,0.0,0.0,,,29,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,165
,,,0.991,991,True,0.05750431086246546,0.11924665578651085,0.014219566248357296,0.28,180,950,0.10799999999999998,False,0.1975806451612903,0.024324324324324326,0.0,,,29,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,165
,,,0.752,752,True,0.15877753717289178,0.30473482790298645,0.008573890663683414,1.496,180,950,0.124,False,0.5040322580645161,0.062162162162162166,0.0,,,29,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,165
,,,1.0,1000,True,0.0,0.0,1.0,0.28,180,950,0.0,False,0.0,0.0,0.0,,,29,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,165
,,,0.998,998,True,0.052330906027363455,0.106630151920007,0.01893674209713936,0.28,180,950,0.11600000000000005,False,0.17943548387096775,0.024324324324324326,0.0,,,29,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,165
,,,0.927,927,True,0.1534178213244029,0.2777430297592275,0.010370641946792603,3.1,180,950,0.11599999999999999,False,0.43951612903225806,0.07027027027027027,0.0,,,29,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,165
,,,0.992,992,True,0.062026003232131734,0.10354460725083527,0.02722172625362873,0.176,206,1458,0.06800000000000006,False,0.13256113256113256,0.022813688212927757,0.0,,,30,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,196
,,,0.937,937,True,0.11193269576523604,0.19513653720144747,0.020231934264302254,7.88,206,1458,0.07200000000000006,False,0.28314028314028317,0.045627376425855515,0.0,,,30,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,196
,,,0.468,468,True,0.20305705964228077,0.3709663816458806,0.014342588372528553,2.292,206,1458,0.06800000000000006,False,0.6048906048906049,0.11787072243346007,0.0,,,30,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,196
,,,0.999,999,True,0.0616822079138136,0.08330353742813539,0.03851527348160744,0.176,206,1458,0.06400000000000006,False,0.09395109395109395,0.026615969581749048,0.0,,,30,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,196
,,,0.984,984,True,0.11574273223923387,0.18783494480344398,0.0245295949280262,12.636,206,1458,0.07200000000000006,False,0.24967824967824967,0.055133079847908745,0.0,,,30,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,196
,,,0.748,748,True,0.21240295723786926,0.3724922498315522,0.01660134829580784,4.096,206,1458,0.07599999999999996,False,0.5752895752895753,0.1444866920152091,0.0,,,30,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,196
,,,1.0,1000,True,0.0,0.0,1.0,0.508,123,338,0.0,False,0.0,0.0,0.0,,,30,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,130
,,,1.0,1000,True,0.0,0.0,1.0,0.508,123,338,0.0,False,0.0,0.0,0.0,,,30,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,130
,,,0.993,993,True,0.17844996654131628,0.22485833949248585,0.005242361221462488,0.508,123,338,0.04800000000000004,False,0.35751295336787564,0.10256410256410256,0.0,,,30,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,130
,,,1.0,1000,True,0.0,0.0,1.0,0.508,123,338,0.0,False,0.0,0.0,0.0,,,30,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,130
,,,1.0,1000,True,0.0,0.0,1.0,0.508,123,338,0.0,False,0.0,0.0,0.0,,,30,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,130
,,,0.998,998,True,0.15231423828196256,0.19313166508288462,0.006977178622037172,0.508,123,338,0.052000000000000046,False,0.30569948186528495,0.09401709401709402,0.0,,,30,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,130
,,,1.0,1000,True,0.0,0.0,1.0,0.304,174,824,0.0,False,0.0,0.0,0.0,,,30,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,171
,,,0.992,992,True,0.050090616178135296,0.10508725754228002,0.013906143605709076,0.304,174,824,0.06,False,0.20047169811320756,0.012232415902140673,0.0,,,30,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,171
,,,0.769,769,True,0.14622646178025112,0.2636918264519905,0.008458404801785946,1.492,174,824,0.07199999999999995,False,0.5047169811320755,0.05198776758409786,0.0,,,30,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,171
,,,1.0,1000,True,0.0,0.0,1.0,0.304,174,824,0.0,False,0.0,0.0,0.0,,,30,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,171
,,,0.998,998,True,0.049876687299786046,0.09603132305531105,0.018022242933511734,0.304,174,824,0.07200000000000001,False,0.17688679245283018,0.01529051987767584,0.0,,,30,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,171
,,,0.937,937,True,0.13958589771363983,0.24273561809720198,0.010240276344120502,3.096,174,824,0.068,False,0.4386792452830189,0.06422018348623854,0.0,,,30,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,171
,,,0.987,987,True,0.07489371464102297,0.11894226371538678,0.023723861202597618,13.384,192,1276,0.03600000000000003,False,0.1460843373493976,0.023809523809523808,0.0,,,31,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,210
,,,0.913,913,True,0.12926559341199842,0.21620396840198985,0.01783105917274952,8.288,192,1276,0.06,False,0.29819277108433734,0.047619047619047616,0.0,,,31,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,210
,,,0.461,461,True,0.20580024852405185,0.37636218132178856,0.012972553260624409,2.168,192,1276,0.07599999999999996,False,0.6144578313253012,0.10606060606060606,0.0,,,31,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,210
,,,0.998,998,True,0.0874438524499253,0.11297182866636717,0.03271134942770004,0.232,192,1276,0.06,False,0.11144578313253012,0.032467532467532464,0.0,,,31,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,210
,,,0.983,983,True,0.12533040434701406,0.19033952188037426,0.022736314684152603,13.384,192,1276,0.039999999999999925,False,0.2394578313253012,0.05194805194805195,0.0,,,31,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,210
,,,0.805,805,True,0.1923501534330093,0.3399175929464484,0.015809426084160805,4.508,192,1276,0.068,False,0.5225903614457831,0.09740259740259741,0.0,,,31,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,210
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,308,0.0,False,0.0,0.0,0.0,,,31,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.999,999,True,0.1110039844064858,0.14597701149425288,0.007400543428957462,0.536,116,308,0.08799999999999997,False,0.2057142857142857,0.04716981132075472,0.0,,,31,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.984,984,True,0.22787022244997776,0.2674671592775041,0.0039758989587426186,2.092,116,308,0.07200000000000006,False,0.35428571428571426,0.10377358490566038,0.0,,,31,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,308,0.0,False,0.0,0.0,0.0,,,31,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,308,0.0,False,0.0,0.0,0.0,,,31,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.995,995,True,0.22185675138821923,0.2535303776683087,0.005052597261965275,0.536,116,308,0.08799999999999997,False,0.3314285714285714,0.11320754716981132,0.0,,,31,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.996,996,True,0.06520074592388185,0.1094038267448672,0.014780597761273384,0.308,173,765,0.09200000000000003,False,0.1417910447761194,0.024475524475524476,0.0,,,31,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.973,973,True,0.12411928167834259,0.18880525383415556,0.010738314129412174,5.364,173,765,0.10400000000000004,False,0.24129353233830847,0.04195804195804196,0.0,,,31,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.627,627,True,0.18328338966252108,0.32380764707354304,0.007204429712146521,1.176,173,765,0.09199999999999997,False,0.5373134328358209,0.0944055944055944,0.0,,,31,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,1.0,1000,True,0.0,0.0,1.0,0.308,173,765,0.0,False,0.0,0.0,0.0,,,31,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.992,992,True,0.11794701639656088,0.18257497159231262,0.012996606528759003,0.308,173,765,0.10400000000000004,False,0.23134328358208955,0.045454545454545456,0.0,,,31,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.855,855,True,0.20434637180658594,0.32953982433751217,0.008469774387776852,1.9,173,765,0.08799999999999997,False,0.4975124378109453,0.1258741258741259,0.0,,,31,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,172
,,,0.994,994,True,0.04403659138831425,0.08576311860952032,0.026126880198717117,0.216,196,1207,0.05599999999999994,False,0.13636363636363635,0.009195402298850575,0.0,,,32,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,206
,,,0.934,934,True,0.11651348006687134,0.21061078309024855,0.0175612922757864,8.452,196,1207,0.08799999999999997,False,0.3213166144200627,0.03908045977011494,0.0,,,32,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,206
,,,0.40900000000000003,409,True,0.23064885282244738,0.4082933441047345,0.011805987916886806,1.812,196,1207,0.11199999999999999,False,0.664576802507837,0.11954022988505747,0.0,,,32,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,206
,,,1.0,1000,True,0.0,0.0,1.0,0.216,196,1207,0.0,False,0.0,0.0,0.0,,,32,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,206
,,,0.986,986,True,0.10956093049061325,0.18474006395122206,0.022556684911251068,13.812,196,1207,0.05600000000000005,False,0.26959247648902823,0.041379310344827586,0.0,,,32,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,206
,,,0.736,736,True,0.2226625761163869,0.38808197700565167,0.014093941077589989,3.848,196,1207,0.10399999999999998,False,0.6003134796238244,0.1471264367816092,0.0,,,32,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,206
,,,1.0,1000,True,0.0,0.0,1.0,0.528,118,323,0.0,False,0.0,0.0,0.0,,,32,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,135
,,,1.0,1000,True,0.0,0.0,1.0,0.528,118,323,0.0,False,0.0,0.0,0.0,,,32,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,135
,,,0.994,994,True,0.14185979726444678,0.17460011739672757,0.005415983032435179,0.528,118,323,0.07200000000000004,False,0.24260355029585798,0.06451612903225806,0.0,,,32,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,135
,,,1.0,1000,True,0.0,0.0,1.0,0.528,118,323,0.0,False,0.0,0.0,0.0,,,32,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,135
,,,1.0,1000,True,0.0,0.0,1.0,0.528,118,323,0.0,False,0.0,0.0,0.0,,,32,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,135
,,,0.998,998,True,0.14299090787201008,0.17742497615378972,0.006877315696328878,0.528,118,323,0.07199999999999995,False,0.24260355029585798,0.07258064516129033,0.0,,,32,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,135
,,,1.0,1000,True,0.0,0.0,1.0,0.332,167,813,0.0,False,0.0,0.0,0.0,,,32,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,178
,,,0.986,986,True,0.0817193355435022,0.1246625127743326,0.011787465773522854,5.9,167,813,0.052000000000000046,False,0.19362745098039216,0.02932551319648094,0.0,,,32,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,178
,,,0.5690000000000001,569,True,0.19500098429042118,0.3307281641960111,0.006496438756585121,1.192,167,813,0.06399999999999995,False,0.5833333333333334,0.08504398826979472,0.0,,,32,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,178
,,,1.0,1000,True,0.0,0.0,1.0,0.332,167,813,0.0,False,0.0,0.0,0.0,,,32,bicycle,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,178
,,,0.997,997,True,0.07525183064155977,0.1114426791496565,0.015976406633853912,0.332,167,813,0.06,False,0.18137254901960784,0.02932551319648094,0.0,,,32,bicycle,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,178
,,,0.908,908,True,0.17206965959761072,0.26750119113435955,0.008727552369236946,2.692,167,813,0.05599999999999994,False,0.4338235294117647,0.08211143695014662,0.0,,,32,bicycle,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,178
,,,0.996,996,True,0.036182494792823545,0.06941568946594072,0.029693635180592537,0.204,199,1472,0.08000000000000002,False,0.09732360097323602,0.012121212121212121,0.0,,,33,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.96,960,True,0.08327285807553778,0.1720477931873143,0.02044573426246643,10.36,199,1472,0.06,False,0.25547445255474455,0.022222222222222223,0.0,,,33,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.552,552,True,0.1670508237804421,0.3416905844459635,0.01390859019011259,2.628,199,1472,0.04800000000000004,False,0.5559610705596107,0.06868686868686869,0.0,,,33,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,1.0,1000,True,0.0,0.0,1.0,0.204,199,1472,0.0,False,0.0,0.0,0.0,,,33,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.991,991,True,0.08080417962896345,0.15368394699092305,0.025847699493169785,0.204,199,1472,0.07200000000000001,False,0.20559610705596107,0.026262626262626262,0.0,,,33,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,0.865,865,True,0.15656177452099468,0.3037668374697561,0.017115512862801552,6.264,199,1472,0.064,False,0.4768856447688564,0.0707070707070707,0.0064516129032258064,,,33,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,203
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,333,0.0,False,0.0,0.0,0.0,,,33,rider,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.999,999,True,0.09212790139683995,0.12333327591948282,0.007560062222182751,0.536,116,333,0.10400000000000009,False,0.1793478260869565,0.041666666666666664,0.0,,,33,rider,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.987,987,True,0.20228043414823058,0.24927586781035058,0.0041902638040483,2.116,116,333,0.11599999999999999,False,0.3532608695652174,0.1,0.0,,,33,rider,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,333,0.0,False,0.0,0.0,0.0,,,33,rider,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.536,116,333,0.0,False,0.0,0.0,0.0,,,33,rider,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,0.997,997,True,0.18410280235843435,0.21356158209606482,0.005778058897703886,0.536,116,333,0.1,False,0.2608695652173913,0.11666666666666667,0.0,,,33,rider,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,137
,,,1.0,1000,True,0.0,0.0,1.0,0.328,168,888,0.0,False,0.0,0.0,0.0,,,33,bicycle,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,177
,,,0.977,977,True,0.11876666142208639,0.18361067058660227,0.011379356496036053,5.688,168,888,0.08800000000000002,False,0.24691358024691357,0.045317220543806644,0.0,,,33,bicycle,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,177
,,,0.341,341,True,0.2551815342760862,0.4315533905658814,0.0060517387464642525,0.652,168,888,0.07200000000000001,False,0.6954732510288066,0.1027190332326284,0.0,,,33,bicycle,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,177
