lam,feasible,region_fnr,marked_area_fraction,n_test_images,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
0.999,True,0.07029598972456116,0.02904847078025341,175,0.08400000000000007,False,0.13111111111111112,0.014577259475218658,0.0,4,bicycle,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,170
0.998,True,0.08592946735803879,0.024567576125264168,175,0.08400000000000007,False,0.16444444444444445,0.01749271137026239,0.0,4,bicycle,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,170
,True,0.5568445475638051,0.006096879951655865,250,,False,,,,4,bicycle,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,170
0.991,True,0.15777731792017508,0.017087694257497787,175,0.07999999999999996,False,0.28888888888888886,0.052478134110787174,0.0,4,bicycle,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,170
0.99,True,0.16616321773464632,0.01666967198252678,175,0.07999999999999996,False,0.29777777777777775,0.061224489795918366,0.0,4,bicycle,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,170
0.991,True,0.15777731792017508,0.017087694257497787,175,0.07999999999999996,False,0.28888888888888886,0.052478134110787174,0.0,4,bicycle,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,170
,True,0.5568445475638051,0.006096879951655865,250,,False,,,,4,bicycle,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,170
1.0,True,0.0,1.0,175,0.0,False,0.0,0.0,0.0,4,bicycle,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,170
1.0,True,0.0,1.0,175,0.0,False,0.0,0.0,0.0,4,bicycle,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,170
1.0,True,0.0,1.0,175,0.0,False,0.0,0.0,0.0,4,bicycle,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,170
,True,0.6682134570765661,0.006096879951655865,250,,False,,,,4,bicycle,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,170
1.0,True,0.0,1.0,175,0.0,False,0.0,0.0,0.0,4,bicycle,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,170
0.999,True,0.0959072039072039,0.02904847078025341,175,0.08400000000000007,False,0.1711111111111111,0.03206997084548105,0.0,4,bicycle,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,170
1.0,True,0.0,1.0,175,0.0,False,0.0,0.0,0.0,4,bicycle,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,170
,True,0.6682134570765661,0.006096879951655865,250,,False,,,,4,bicycle,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,170
0.996,True,0.15434099234099233,0.020762935280799866,175,0.08000000000000007,False,0.2644444444444444,0.06705539358600583,0.0,4,bicycle,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,170
0.99,True,0.22737742933395108,0.01666967198252678,175,0.07999999999999996,False,0.37333333333333335,0.10204081632653061,0.0,4,bicycle,0.2,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,170
0.996,True,0.15434099234099233,0.020762935280799866,175,0.08000000000000007,False,0.2644444444444444,0.06705539358600583,0.0,4,bicycle,0.2,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,170
,True,0.6682134570765661,0.006096879951655865,250,,False,,,,4,bicycle,0.2,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,170
0.999,True,0.026060504764007373,0.05905957147479057,201,0.08399999999999999,False,0.03856749311294766,0.006048387096774193,0.0,5,person,0.05,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,201
1.0,True,0.0,1.0,201,0.0,False,0.0,0.0,0.0,5,person,0.05,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.999,True,0.026060504764007373,0.05905957147479057,201,0.08399999999999999,False,0.03856749311294766,0.006048387096774193,0.0,5,person,0.05,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,201
,True,0.48871085214857973,0.014706882648169994,250,,False,,,,5,person,0.05,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,201
0.996,True,0.06934954203379877,0.04451935738325119,201,0.09200000000000003,False,0.081267217630854,0.012096774193548387,0.0,5,person,0.1,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.998,True,0.04309464276240303,0.05129523575305939,201,0.09599999999999997,False,0.05647382920110193,0.008064516129032258,0.0,5,person,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.996,True,0.06934954203379877,0.04451935738325119,201,0.09200000000000003,False,0.081267217630854,0.012096774193548387,0.0,5,person,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,201
,True,0.48871085214857973,0.014706882648169994,250,,False,,,,5,person,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,201
0.977,True,0.1903523929318717,0.031012466177344322,201,0.10400000000000001,False,0.22451790633608815,0.034274193548387094,0.0,5,person,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.984,True,0.16790339413011654,0.03348977491259575,201,0.10399999999999998,False,0.18319559228650137,0.03024193548387097,0.0,5,person,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.977,True,0.1903523929318717,0.031012466177344322,201,0.10400000000000001,False,0.22451790633608815,0.034274193548387094,0.0,5,person,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,201
,True,0.48871085214857973,0.014706882648169994,250,,False,,,,5,person,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,201
1.0,True,0.0,1.0,201,0.0,False,0.0,0.0,0.0,5,person,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,201
1.0,True,0.0,1.0,201,0.0,False,0.0,0.0,0.0,5,person,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,201
1.0,True,0.0,1.0,201,0.0,False,0.0,0.0,0.0,5,person,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,201
,True,0.6081573197378004,0.014706882648169994,250,,False,,,,5,person,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,201
0.999,True,0.04021321656008131,0.05905957147479057,201,0.08399999999999999,False,0.049586776859504134,0.016129032258064516,0.0,5,person,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.998,True,0.07072881941464723,0.05129523575305939,201,0.09599999999999997,False,0.07851239669421488,0.020161290322580645,0.0,5,person,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.999,True,0.04021321656008131,0.05905957147479057,201,0.08399999999999999,False,0.049586776859504134,0.016129032258064516,0.0,5,person,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,201
,True,0.6081573197378004,0.014706882648169994,250,,False,,,,5,person,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,201
0.99,True,0.19300116069257975,0.03690939024090767,201,0.10000000000000003,False,0.2066115702479339,0.05846774193548387,0.0,5,person,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.984,True,0.21167977055863474,0.03348977491259575,201,0.10399999999999998,False,0.24242424242424243,0.06854838709677419,0.0,5,person,0.2,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,201
0.989,True,0.19723958396085378,0.0361906923353672,201,0.10000000000000003,False,0.21349862258953167,0.0625,0.0,5,person,0.2,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,201
,True,0.6081573197378004,0.014706882648169994,250,,False,,,,5,person,0.2,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,201
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.05,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.05,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.05,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,129
,True,0.6769662921348315,0.0018046341137960553,250,,False,,,,5,rider,0.05,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.1,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,129
,True,0.6769662921348315,0.0018046341137960553,250,,False,,,,5,rider,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,129
0.997,True,0.17139686030815063,0.012888462282717228,124,0.05199999999999999,False,0.22448979591836735,0.078125,0.0,5,rider,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,129
0.999,True,0.10159370199692781,0.018107224255800247,124,0.064,False,0.12755102040816327,0.0390625,0.0,5,rider,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,129
0.997,True,0.17139686030815063,0.012888462282717228,124,0.05199999999999999,False,0.22448979591836735,0.078125,0.0,5,rider,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,129
,True,0.6769662921348315,0.0018046341137960553,250,,False,,,,5,rider,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,129
,True,0.75,0.0018046341137960553,250,,False,,,,5,rider,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,124,0.0,False,0.0,0.0,0.0,5,rider,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,129
,True,0.75,0.0018046341137960553,250,,False,,,,5,rider,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,129
0.999,True,0.144905273937532,0.018107224255800247,124,0.064,False,0.14795918367346939,0.078125,0.09375,5,rider,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,129
0.999,True,0.144905273937532,0.018107224255800247,124,0.064,False,0.14795918367346939,0.078125,0.09375,5,rider,0.2,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,129
0.999,True,0.144905273937532,0.018107224255800247,124,0.064,False,0.14795918367346939,0.078125,0.09375,5,rider,0.2,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,129
,True,0.75,0.0018046341137960553,250,,False,,,,5,rider,0.2,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,129
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.05,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.05,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.05,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,173
,True,0.5512367491166078,0.006555721163749695,250,,False,,,,5,bicycle,0.05,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,173
0.998,True,0.09180899849504501,0.025745894759893417,172,0.04,False,0.1462882096069869,0.019543973941368076,0.0,5,bicycle,0.1,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.998,True,0.09180899849504501,0.025745894759893417,172,0.04,False,0.1462882096069869,0.019543973941368076,0.0,5,bicycle,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.998,True,0.09180899849504501,0.025745894759893417,172,0.04,False,0.1462882096069869,0.019543973941368076,0.0,5,bicycle,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,173
,True,0.5512367491166078,0.006555721163749695,250,,False,,,,5,bicycle,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,173
0.985,True,0.23179457816085725,0.015960758551955223,172,0.04800000000000004,False,0.36026200873362446,0.08794788273615635,0.0,5,bicycle,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.984,True,0.24154910012468153,0.01572599820792675,172,0.05199999999999999,False,0.37554585152838427,0.09120521172638436,0.0,5,bicycle,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.982,True,0.2465730139706378,0.015306501649320126,172,0.055999999999999994,False,0.38427947598253276,0.09446254071661238,0.011904761904761904,5,bicycle,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,173
,True,0.5512367491166078,0.006555721163749695,250,,False,,,,5,bicycle,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,173
,True,0.6525323910482921,0.006555721163749695,250,,False,,,,5,bicycle,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.998,True,0.1598180566203822,0.025745894759893417,172,0.04,False,0.2074235807860262,0.0749185667752443,0.0,5,bicycle,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,173
1.0,True,0.0,1.0,172,0.0,False,0.0,0.0,0.0,5,bicycle,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,173
,True,0.6525323910482921,0.006555721163749695,250,,False,,,,5,bicycle,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,173
0.993,True,0.2285792506280373,0.019046612083911896,172,0.05199999999999999,False,0.3296943231441048,0.12052117263843648,0.011904761904761904,5,bicycle,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.984,True,0.3386320503168329,0.01572599820792675,172,0.05199999999999999,False,0.4585152838427948,0.17263843648208468,0.011904761904761904,5,bicycle,0.2,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,173
0.992,True,0.2457698442721193,0.018453434109687805,172,0.04799999999999999,False,0.3558951965065502,0.1237785016286645,0.011904761904761904,5,bicycle,0.2,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,173
,True,0.6525323910482921,0.006555721163749695,250,,False,,,,5,bicycle,0.2,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,173
0.999,True,0.03664647667774296,0.0550922192633152,202,0.07200000000000001,False,0.05491698595146871,0.010822510822510822,0.0,6,person,0.05,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,200
1.0,True,0.0,1.0,202,0.0,False,0.0,0.0,0.0,6,person,0.05,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.998,True,0.05109773865375741,0.047772012650966644,202,0.08000000000000002,False,0.07151979565772669,0.015151515151515152,0.0,6,person,0.05,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,200
,True,0.5350686912509038,0.013248574919998646,250,,False,,,,6,person,0.05,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,200
0.996,True,0.0744741697034558,0.041312605142593384,202,0.07600000000000001,False,0.09961685823754789,0.01948051948051948,0.0,6,person,0.1,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.997,True,0.06179963301901812,0.04390140250325203,202,0.07200000000000001,False,0.08556832694763729,0.017316017316017316,0.0,6,person,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.995,True,0.0871896079139435,0.03939424827694893,202,0.08000000000000002,False,0.11494252873563218,0.021645021645021644,0.0,6,person,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,200
,True,0.5350686912509038,0.013248574919998646,250,,False,,,,6,person,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,200
0.976,True,0.2018281763591821,0.028087478131055832,202,0.04800000000000004,False,0.2656449553001277,0.03896103896103896,0.0,6,person,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.976,True,0.2018281763591821,0.028087478131055832,202,0.04800000000000004,False,0.2656449553001277,0.03896103896103896,0.0,6,person,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.974,True,0.20497801057337275,0.027593178674578667,202,0.052000000000000046,False,0.2707535121328225,0.04329004329004329,0.0,6,person,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,200
,True,0.5350686912509038,0.013248574919998646,250,,False,,,,6,person,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,200
1.0,True,0.0,1.0,202,0.0,False,0.0,0.0,0.0,6,person,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,200
1.0,True,0.0,1.0,202,0.0,False,0.0,0.0,0.0,6,person,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,200
1.0,True,0.0,1.0,202,0.0,False,0.0,0.0,0.0,6,person,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,200
,True,0.6493130874909617,0.013248574919998646,250,,False,,,,6,person,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,200
0.999,True,0.04796700891411679,0.0550922192633152,202,0.07200000000000001,False,0.07407407407407407,0.021645021645021644,0.0,6,person,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.997,True,0.10310178979147193,0.04390140250325203,202,0.07200000000000001,False,0.12643678160919541,0.03896103896103896,0.0,6,person,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.999,True,0.04796700891411679,0.0550922192633152,202,0.07200000000000001,False,0.07407407407407407,0.021645021645021644,0.0,6,person,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,200
,True,0.6493130874909617,0.013248574919998646,250,,False,,,,6,person,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,200
0.99,True,0.19259394548477402,0.03395453467965126,202,0.06,False,0.23499361430395913,0.06493506493506493,0.0,6,person,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.976,True,0.27661219276448556,0.028087478131055832,202,0.04800000000000004,False,0.34738186462324394,0.10606060606060606,0.0,6,person,0.2,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,200
0.989,True,0.19751854050837897,0.03326499089598656,202,0.06,False,0.24521072796934865,0.07142857142857142,0.0,6,person,0.2,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,200
,True,0.6493130874909617,0.013248574919998646,250,,False,,,,6,person,0.2,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,200
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.05,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.05,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.05,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,125
,True,0.6814159292035398,0.0015093936817720532,250,,False,,,,6,rider,0.05,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.1,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,125
,True,0.6814159292035398,0.0015093936817720532,250,,False,,,,6,rider,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,125
0.997,True,0.199753176510989,0.012409479357302189,128,0.04400000000000004,False,0.24725274725274726,0.09448818897637795,0.0,6,rider,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,125
0.998,True,0.16596411401098898,0.014132831245660782,128,0.05600000000000001,False,0.2087912087912088,0.07086614173228346,0.0,6,rider,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,125
0.997,True,0.199753176510989,0.012409479357302189,128,0.04400000000000004,False,0.24725274725274726,0.09448818897637795,0.0,6,rider,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,125
,True,0.6814159292035398,0.0015093936817720532,250,,False,,,,6,rider,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,125
,True,0.7581120943952803,0.0015093936817720532,250,,False,,,,6,rider,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,128,0.0,False,0.0,0.0,0.0,6,rider,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,125
,True,0.7581120943952803,0.0015093936817720532,250,,False,,,,6,rider,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,125
0.998,True,0.23419328067765569,0.014132831245660782,128,0.05600000000000001,False,0.24725274725274726,0.12598425196850394,0.1,6,rider,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,125
0.998,True,0.23419328067765569,0.014132831245660782,128,0.05600000000000001,False,0.24725274725274726,0.12598425196850394,0.1,6,rider,0.2,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,125
0.998,True,0.23419328067765569,0.014132831245660782,128,0.05600000000000001,False,0.24725274725274726,0.12598425196850394,0.1,6,rider,0.2,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,125
,True,0.7581120943952803,0.0015093936817720532,250,,False,,,,6,rider,0.2,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,125
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.05,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,163
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.05,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,163
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.05,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,163
,True,0.5617352614015573,0.0064032976515591145,250,,False,,,,6,bicycle,0.05,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,163
0.998,True,0.0909511428742198,0.025704195722937584,182,0.08399999999999996,False,0.1522633744855967,0.011834319526627219,0.0,6,bicycle,0.1,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,163
0.999,True,0.06113235055542748,0.030417930334806442,182,0.07199999999999995,False,0.11522633744855967,0.011834319526627219,0.0,6,bicycle,0.1,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,163
0.998,True,0.0909511428742198,0.025704195722937584,182,0.08399999999999996,False,0.1522633744855967,0.011834319526627219,0.0,6,bicycle,0.1,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,163
,True,0.5617352614015573,0.0064032976515591145,250,,False,,,,6,bicycle,0.1,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,163
0.99,True,0.18772259486545198,0.01742839626967907,182,0.07600000000000007,False,0.28600823045267487,0.05621301775147929,0.0,6,bicycle,0.2,0.1,region_crc,segformer_b2_cityscapes,cityscapes_val_half,163
0.991,True,0.17268479383863997,0.017869673669338226,182,0.07200000000000006,False,0.26954732510288065,0.05325443786982249,0.0,6,bicycle,0.2,0.1,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,163
0.989,True,0.1967122163550735,0.01704096607863903,182,0.07600000000000007,False,0.29835390946502055,0.05917159763313609,0.0,6,bicycle,0.2,0.1,heuristic,segformer_b2_cityscapes,cityscapes_val_half,163
,True,0.5617352614015573,0.0064032976515591145,250,,False,,,,6,bicycle,0.2,0.1,argmax,segformer_b2_cityscapes,cityscapes_val_half,163
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.05,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,163
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.05,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,163
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.05,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,163
,True,0.660734149054505,0.0064032976515591145,250,,False,,,,6,bicycle,0.05,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,163
1.0,True,0.0,1.0,182,0.0,False,0.0,0.0,0.0,6,bicycle,0.1,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,163
0.999,True,0.11299695420574542,0.030417930334806442,182,0.07199999999999995,False,0.17078189300411523,0.026627218934911243,0.0,6,bicycle,0.1,0.5,pixel_crc,segformer_b2_cityscapes,cityscapes_val_half,163
0.999,True,0.11299695420574542,0.030417930334806442,182,0.07199999999999995,False,0.17078189300411523,0.026627218934911243,0.0,6,bicycle,0.1,0.5,heuristic,segformer_b2_cityscapes,cityscapes_val_half,163
,True,0.660734149054505,0.0064032976515591145,250,,False,,,,6,bicycle,0.1,0.5,argmax,segformer_b2_cityscapes,cityscapes_val_half,163
0.995,True,0.18918936414755816,0.020582016557455063,182,0.07200000000000006,False,0.2757201646090535,0.0650887573964497,0.0,6,bicycle,0.2,0.5,region_crc,segformer_b2_cityscapes,cityscapes_val_half,163
