condition,class_name,seed,pool,n_cal,n_pool,n_target_total,c_low,kappa,ratio,alpha,rho,raw_median,raw_max,weight_p_test,lam,feasible,region_fnr,marked_area_fraction,weight_sum,weight_ess,frac_at_floor,weight_median,weight_max
fog,bicycle,7,all,177,500,500,0.05,5.0,100.0,0.05,0.5,2.2647180230706e-05,0.0017372728325426579,0.3610107955233637,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,all,177,500,500,0.05,5.0,100.0,0.1,0.5,2.2647180230706e-05,0.0017372728325426579,0.3610107955233637,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,all,177,500,500,0.05,5.0,100.0,0.2,0.5,2.2647180230706e-05,0.0017372728325426579,0.3610107955233637,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,all,177,500,500,0.05,20.0,400.0,0.05,0.5,2.2647180230706e-05,0.0017372728325426579,0.6932408691308001,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,all,177,500,500,0.05,20.0,400.0,0.1,0.5,2.2647180230706e-05,0.0017372728325426579,0.6932408691308001,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,all,177,500,500,0.05,20.0,400.0,0.2,0.5,2.2647180230706e-05,0.0017372728325426579,0.6932408691308001,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,2.0,40.0,0.05,0.5,0.0006690333830192685,0.015930449590086937,0.18433177455212252,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,2.0,40.0,0.1,0.5,0.0006690333830192685,0.015930449590086937,0.18433177455212252,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,2.0,40.0,0.2,0.5,0.0006690333830192685,0.015930449590086937,0.18433177455212252,0.9999822989104168,True,0.04054054054054054,0.03809325024485588,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,5.0,100.0,0.05,0.5,0.0006690333830192685,0.015930449590086937,0.3610107955233637,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,5.0,100.0,0.1,0.5,0.0006690333830192685,0.015930449590086937,0.3610107955233637,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,5.0,100.0,0.2,0.5,0.0006690333830192685,0.015930449590086937,0.3610107955233637,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,20.0,400.0,0.05,0.5,0.0006690333830192685,0.015930449590086937,0.6932408691308001,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,20.0,400.0,0.1,0.5,0.0006690333830192685,0.015930449590086937,0.6932408691308001,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,7,class,177,37,500,0.05,20.0,400.0,0.2,0.5,0.0006690333830192685,0.015930449590086937,0.6932408691308001,1.0,False,0.0,1.0,8.850001335144043,177.00005531311498,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,2.0,40.0,0.05,0.5,3.503902553347871e-05,0.001337450579740107,0.1785714164072162,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,2.0,40.0,0.1,0.5,3.503902553347871e-05,0.001337450579740107,0.1785714164072162,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,2.0,40.0,0.2,0.5,3.503902553347871e-05,0.001337450579740107,0.1785714164072162,0.9999144933287115,True,0.04054054054054054,0.02218513935804367,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,5.0,100.0,0.05,0.5,3.503902553347871e-05,0.001337450579740107,0.35211265713798323,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,5.0,100.0,0.1,0.5,3.503902553347871e-05,0.001337450579740107,0.35211265713798323,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,5.0,100.0,0.2,0.5,3.503902553347871e-05,0.001337450579740107,0.35211265713798323,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,20.0,400.0,0.05,0.5,3.503902553347871e-05,0.001337450579740107,0.6849314889533816,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,20.0,400.0,0.1,0.5,3.503902553347871e-05,0.001337450579740107,0.6849314889533816,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,all,184,500,500,0.05,20.0,400.0,0.2,0.5,3.503902553347871e-05,0.001337450579740107,0.6849314889533816,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,2.0,40.0,0.05,0.5,0.0005205741035751998,0.014510179869830608,0.1785714164072162,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,2.0,40.0,0.1,0.5,0.0005205741035751998,0.014510179869830608,0.1785714164072162,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,2.0,40.0,0.2,0.5,0.0005205741035751998,0.014510179869830608,0.1785714164072162,0.9999144933287115,True,0.04054054054054054,0.02218513935804367,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,5.0,100.0,0.05,0.5,0.0005205741035751998,0.014510179869830608,0.35211265713798323,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,5.0,100.0,0.1,0.5,0.0005205741035751998,0.014510179869830608,0.35211265713798323,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,5.0,100.0,0.2,0.5,0.0005205741035751998,0.014510179869830608,0.35211265713798323,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,20.0,400.0,0.05,0.5,0.0005205741035751998,0.014510179869830608,0.6849314889533816,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,20.0,400.0,0.1,0.5,0.0005205741035751998,0.014510179869830608,0.6849314889533816,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,8,class,184,37,500,0.05,20.0,400.0,0.2,0.5,0.0005205741035751998,0.014510179869830608,0.6849314889533816,1.0,False,0.0,1.0,9.200000762939453,184.00003910065007,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,2.0,40.0,0.05,0.5,3.2869102142285556e-05,0.0014255434507504106,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,2.0,40.0,0.1,0.5,3.2869102142285556e-05,0.0014255434507504106,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,2.0,40.0,0.2,0.5,3.2869102142285556e-05,0.0014255434507504106,0.18518516556225895,0.9999712921941798,True,0.04054054054054054,0.03253009170293808,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,5.0,100.0,0.05,0.5,3.2869102142285556e-05,0.0014255434507504106,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,5.0,100.0,0.1,0.5,3.2869102142285556e-05,0.0014255434507504106,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,5.0,100.0,0.2,0.5,3.2869102142285556e-05,0.0014255434507504106,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,20.0,400.0,0.05,0.5,3.2869102142285556e-05,0.0014255434507504106,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,20.0,400.0,0.1,0.5,3.2869102142285556e-05,0.0014255434507504106,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,all,176,500,500,0.05,20.0,400.0,0.2,0.5,3.2869102142285556e-05,0.0014255434507504106,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,2.0,40.0,0.05,0.5,0.000674389477353543,0.014612670987844467,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,2.0,40.0,0.1,0.5,0.000674389477353543,0.014612670987844467,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,2.0,40.0,0.2,0.5,0.000674389477353543,0.014612670987844467,0.18518516556225895,0.9999712921941798,True,0.04054054054054054,0.03253009170293808,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,5.0,100.0,0.05,0.5,0.000674389477353543,0.014612670987844467,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,5.0,100.0,0.1,0.5,0.000674389477353543,0.014612670987844467,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,5.0,100.0,0.2,0.5,0.000674389477353543,0.014612670987844467,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,20.0,400.0,0.05,0.5,0.000674389477353543,0.014612670987844467,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,20.0,400.0,0.1,0.5,0.000674389477353543,0.014612670987844467,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,9,class,176,37,500,0.05,20.0,400.0,0.2,0.5,0.000674389477353543,0.014612670987844467,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,2.0,40.0,0.05,0.5,3.367273529875092e-05,0.0016087135300040245,0.18099544074719032,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,2.0,40.0,0.1,0.5,3.367273529875092e-05,0.0016087135300040245,0.18099544074719032,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,2.0,40.0,0.2,0.5,3.367273529875092e-05,0.0016087135300040245,0.18099544074719032,0.9999156665242236,True,0.04054054054054054,0.0223001167178154,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,5.0,100.0,0.05,0.5,3.367273529875092e-05,0.0016087135300040245,0.3558718329787317,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,5.0,100.0,0.1,0.5,3.367273529875092e-05,0.0016087135300040245,0.3558718329787317,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,5.0,100.0,0.2,0.5,3.367273529875092e-05,0.0016087135300040245,0.3558718329787317,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,20.0,400.0,0.05,0.5,3.367273529875092e-05,0.0016087135300040245,0.6884681086243175,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,20.0,400.0,0.1,0.5,3.367273529875092e-05,0.0016087135300040245,0.6884681086243175,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,all,181,500,500,0.05,20.0,400.0,0.2,0.5,3.367273529875092e-05,0.0016087135300040245,0.6884681086243175,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,2.0,40.0,0.05,0.5,0.00048680216423235834,0.019462015479803085,0.18099544074719032,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,2.0,40.0,0.1,0.5,0.00048680216423235834,0.019462015479803085,0.18099544074719032,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,2.0,40.0,0.2,0.5,0.00048680216423235834,0.019462015479803085,0.18099544074719032,0.9999156665242236,True,0.04054054054054054,0.0223001167178154,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,5.0,100.0,0.05,0.5,0.00048680216423235834,0.019462015479803085,0.3558718329787317,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,5.0,100.0,0.1,0.5,0.00048680216423235834,0.019462015479803085,0.3558718329787317,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,5.0,100.0,0.2,0.5,0.00048680216423235834,0.019462015479803085,0.3558718329787317,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,20.0,400.0,0.05,0.5,0.00048680216423235834,0.019462015479803085,0.6884681086243175,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,20.0,400.0,0.1,0.5,0.00048680216423235834,0.019462015479803085,0.6884681086243175,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,10,class,181,37,500,0.05,20.0,400.0,0.2,0.5,0.00048680216423235834,0.019462015479803085,0.6884681086243175,1.0,False,0.0,1.0,9.050002098083496,181.0000896453983,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,2.0,40.0,0.05,0.5,2.290305565111339e-05,0.0025061932392418385,0.18348621284607874,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,2.0,40.0,0.1,0.5,2.290305565111339e-05,0.0025061932392418385,0.18348621284607874,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,2.0,40.0,0.2,0.5,2.290305565111339e-05,0.0025061932392418385,0.18348621284607874,0.9999822989104168,True,0.04054054054054054,0.03809325024485588,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,5.0,100.0,0.05,0.5,2.290305565111339e-05,0.0025061932392418385,0.35971219072825583,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,5.0,100.0,0.1,0.5,2.290305565111339e-05,0.0025061932392418385,0.35971219072825583,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,5.0,100.0,0.2,0.5,2.290305565111339e-05,0.0025061932392418385,0.35971219072825583,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,20.0,400.0,0.05,0.5,2.290305565111339e-05,0.0025061932392418385,0.6920414859525431,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,20.0,400.0,0.1,0.5,2.290305565111339e-05,0.0025061932392418385,0.6920414859525431,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,all,178,500,500,0.05,20.0,400.0,0.2,0.5,2.290305565111339e-05,0.0025061932392418385,0.6920414859525431,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,2.0,40.0,0.05,0.5,0.0006032971432432532,0.014052774757146835,0.18348621284607874,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,2.0,40.0,0.1,0.5,0.0006032971432432532,0.014052774757146835,0.18348621284607874,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,2.0,40.0,0.2,0.5,0.0006032971432432532,0.014052774757146835,0.18348621284607874,0.9999822989104168,True,0.04054054054054054,0.03809325024485588,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,5.0,100.0,0.05,0.5,0.0006032971432432532,0.014052774757146835,0.35971219072825583,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,5.0,100.0,0.1,0.5,0.0006032971432432532,0.014052774757146835,0.35971219072825583,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,5.0,100.0,0.2,0.5,0.0006032971432432532,0.014052774757146835,0.35971219072825583,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,20.0,400.0,0.05,0.5,0.0006032971432432532,0.014052774757146835,0.6920414859525431,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,20.0,400.0,0.1,0.5,0.0006032971432432532,0.014052774757146835,0.6920414859525431,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,11,class,178,37,500,0.05,20.0,400.0,0.2,0.5,0.0006032971432432532,0.014052774757146835,0.6920414859525431,1.0,False,0.0,1.0,8.900001525878906,178.00006389618545,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,2.0,40.0,0.05,0.5,3.18292950396426e-05,0.0014120806008577347,0.1895734391516982,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,2.0,40.0,0.1,0.5,3.18292950396426e-05,0.0014120806008577347,0.1895734391516982,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,2.0,40.0,0.2,0.5,3.18292950396426e-05,0.0014120806008577347,0.1895734391516982,0.9999571451479603,True,0.04054054054054054,0.028400985524058342,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,5.0,100.0,0.05,0.5,3.18292950396426e-05,0.0014120806008577347,0.36900365887150005,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,5.0,100.0,0.1,0.5,3.18292950396426e-05,0.0014120806008577347,0.36900365887150005,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,5.0,100.0,0.2,0.5,3.18292950396426e-05,0.0014120806008577347,0.36900365887150005,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,20.0,400.0,0.05,0.5,3.18292950396426e-05,0.0014120806008577347,0.7005253659654059,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,20.0,400.0,0.1,0.5,3.18292950396426e-05,0.0014120806008577347,0.7005253659654059,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,all,171,500,500,0.05,20.0,400.0,0.2,0.5,3.18292950396426e-05,0.0014120806008577347,0.7005253659654059,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,2.0,40.0,0.05,0.5,0.00035772225237451494,0.01334034837782383,0.1895734391516982,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,2.0,40.0,0.1,0.5,0.00035772225237451494,0.01334034837782383,0.1895734391516982,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,2.0,40.0,0.2,0.5,0.00035772225237451494,0.01334034837782383,0.1895734391516982,0.9999571451479603,True,0.04054054054054054,0.028400985524058342,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,5.0,100.0,0.05,0.5,0.00035772225237451494,0.01334034837782383,0.36900365887150005,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,5.0,100.0,0.1,0.5,0.00035772225237451494,0.01334034837782383,0.36900365887150005,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,5.0,100.0,0.2,0.5,0.00035772225237451494,0.01334034837782383,0.36900365887150005,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,20.0,400.0,0.05,0.5,0.00035772225237451494,0.01334034837782383,0.7005253659654059,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,20.0,400.0,0.1,0.5,0.00035772225237451494,0.01334034837782383,0.7005253659654059,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,12,class,171,37,500,0.05,20.0,400.0,0.2,0.5,0.00035772225237451494,0.01334034837782383,0.7005253659654059,1.0,False,0.0,1.0,8.55000114440918,171.00004196167205,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,2.0,40.0,0.05,0.5,1.967608477571048e-05,0.0021032793447375298,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,2.0,40.0,0.1,0.5,1.967608477571048e-05,0.0021032793447375298,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,2.0,40.0,0.2,0.5,1.967608477571048e-05,0.0021032793447375298,0.18518516556225895,0.9999275564039924,True,0.04054054054054054,0.02357211336493492,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,5.0,100.0,0.05,0.5,1.967608477571048e-05,0.0021032793447375298,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,5.0,100.0,0.1,0.5,1.967608477571048e-05,0.0021032793447375298,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,5.0,100.0,0.2,0.5,1.967608477571048e-05,0.0021032793447375298,0.36231881053326287,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,20.0,400.0,0.05,0.5,1.967608477571048e-05,0.0021032793447375298,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,20.0,400.0,0.1,0.5,1.967608477571048e-05,0.0021032793447375298,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,all,176,500,500,0.05,20.0,400.0,0.2,0.5,1.967608477571048e-05,0.0021032793447375298,0.6944444168497026,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
fog,bicycle,13,class,176,37,500,0.05,2.0,40.0,0.05,0.5,0.0007432153215631843,0.01687670685350895,0.18518516556225895,1.0,False,0.0,1.0,8.80000114440918,176.00004673004474,1.0,0.05000000074505806,0.05000000074505806
