condition,class_name,seed,pool,n_cal,n_pool,n_target_total,c_low,kappa,ratio,alpha,rho,raw_median,raw_max,weight_p_test,lam,feasible,region_fnr,marked_area_fraction,weight_sum,weight_ess,frac_at_floor,weight_median,weight_max
rain,person,13,class,202,170,500,0.05,20.0,400.0,0.1,0.5,0.00023248618526849896,0.00539419986307621,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,13,class,202,170,500,0.05,20.0,400.0,0.2,0.5,0.00023248618526849896,0.00539419986307621,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,2.0,40.0,0.05,0.5,1.5258336134138517e-05,0.002758222632110119,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,2.0,40.0,0.1,0.5,1.5258336134138517e-05,0.002758222632110119,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,2.0,40.0,0.2,0.5,1.5258336134138517e-05,0.002758222632110119,0.1652892249324783,0.9994988127663728,True,0.06470588235294118,0.05345297232270241,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,5.0,100.0,0.05,0.5,1.5258336134138517e-05,0.002758222632110119,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,5.0,100.0,0.1,0.5,1.5258336134138517e-05,0.002758222632110119,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,5.0,100.0,0.2,0.5,1.5258336134138517e-05,0.002758222632110119,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,20.0,400.0,0.05,0.5,1.5258336134138517e-05,0.002758222632110119,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,20.0,400.0,0.1,0.5,1.5258336134138517e-05,0.002758222632110119,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,all,202,500,500,0.05,20.0,400.0,0.2,0.5,1.5258336134138517e-05,0.002758222632110119,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,2.0,40.0,0.05,0.5,0.00018672618898563087,0.008324004709720612,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,2.0,40.0,0.1,0.5,0.00018672618898563087,0.008324004709720612,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,2.0,40.0,0.2,0.5,0.00018672618898563087,0.008324004709720612,0.1652892249324783,0.9994988127663728,True,0.06470588235294118,0.05345297232270241,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,5.0,100.0,0.05,0.5,0.00018672618898563087,0.008324004709720612,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,5.0,100.0,0.1,0.5,0.00018672618898563087,0.008324004709720612,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,5.0,100.0,0.2,0.5,0.00018672618898563087,0.008324004709720612,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,20.0,400.0,0.05,0.5,0.00018672618898563087,0.008324004709720612,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,20.0,400.0,0.1,0.5,0.00018672618898563087,0.008324004709720612,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,14,class,202,170,500,0.05,20.0,400.0,0.2,0.5,0.00018672618898563087,0.008324004709720612,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,2.0,40.0,0.05,0.5,1.2764124221575912e-05,0.0019782166928052902,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,2.0,40.0,0.1,0.5,1.2764124221575912e-05,0.0019782166928052902,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,2.0,40.0,0.2,0.5,1.2764124221575912e-05,0.0019782166928052902,0.1652892249324783,0.9996145216423342,True,0.061764705882352944,0.05851301550865173,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,5.0,100.0,0.05,0.5,1.2764124221575912e-05,0.0019782166928052902,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,5.0,100.0,0.1,0.5,1.2764124221575912e-05,0.0019782166928052902,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,5.0,100.0,0.2,0.5,1.2764124221575912e-05,0.0019782166928052902,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,20.0,400.0,0.05,0.5,1.2764124221575912e-05,0.0019782166928052902,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,20.0,400.0,0.1,0.5,1.2764124221575912e-05,0.0019782166928052902,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,all,202,500,500,0.05,20.0,400.0,0.2,0.5,1.2764124221575912e-05,0.0019782166928052902,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,2.0,40.0,0.05,0.5,0.00023908939328975976,0.00978787336498499,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,2.0,40.0,0.1,0.5,0.00023908939328975976,0.00978787336498499,0.1652892249324783,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,2.0,40.0,0.2,0.5,0.00023908939328975976,0.00978787336498499,0.1652892249324783,0.9996145216423342,True,0.061764705882352944,0.05851301550865173,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,5.0,100.0,0.05,0.5,0.00023908939328975976,0.00978787336498499,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,5.0,100.0,0.1,0.5,0.00023908939328975976,0.00978787336498499,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,5.0,100.0,0.2,0.5,0.00023908939328975976,0.00978787336498499,0.33112577762339346,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,20.0,400.0,0.05,0.5,0.00023908939328975976,0.00978787336498499,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,20.0,400.0,0.1,0.5,0.00023908939328975976,0.00978787336498499,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,15,class,202,170,500,0.05,20.0,400.0,0.2,0.5,0.00023908939328975976,0.00978787336498499,0.6644517767172948,1.0,False,0.0,1.0,10.10000228881836,202.00009346009426,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,2.0,40.0,0.05,0.5,1.629562939342577e-05,0.0019729183986783028,0.16806719187129857,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,2.0,40.0,0.1,0.5,1.629562939342577e-05,0.0019729183986783028,0.16806719187129857,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,2.0,40.0,0.2,0.5,1.629562939342577e-05,0.0019729183986783028,0.16806719187129857,0.9996548562606642,True,0.061764705882352944,0.06073551997542381,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,5.0,100.0,0.05,0.5,1.629562939342577e-05,0.0019729183986783028,0.33557041395538917,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,5.0,100.0,0.1,0.5,1.629562939342577e-05,0.0019729183986783028,0.33557041395538917,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,5.0,100.0,0.2,0.5,1.629562939342577e-05,0.0019729183986783028,0.33557041395538917,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,20.0,400.0,0.05,0.5,1.629562939342577e-05,0.0019729183986783028,0.6688962655998699,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,20.0,400.0,0.1,0.5,1.629562939342577e-05,0.0019729183986783028,0.6688962655998699,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,all,198,500,500,0.05,20.0,400.0,0.2,0.5,1.629562939342577e-05,0.0019729183986783028,0.6688962655998699,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,2.0,40.0,0.05,0.5,0.00026152911596000195,0.007155412808060646,0.16806719187129857,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,2.0,40.0,0.1,0.5,0.00026152911596000195,0.007155412808060646,0.16806719187129857,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,2.0,40.0,0.2,0.5,0.00026152911596000195,0.007155412808060646,0.16806719187129857,0.9996548562606642,True,0.061764705882352944,0.06073551997542381,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,5.0,100.0,0.05,0.5,0.00026152911596000195,0.007155412808060646,0.33557041395538917,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,5.0,100.0,0.1,0.5,0.00026152911596000195,0.007155412808060646,0.33557041395538917,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,5.0,100.0,0.2,0.5,0.00026152911596000195,0.007155412808060646,0.33557041395538917,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,20.0,400.0,0.05,0.5,0.00026152911596000195,0.007155412808060646,0.6688962655998699,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,20.0,400.0,0.1,0.5,0.00026152911596000195,0.007155412808060646,0.6688962655998699,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,16,class,198,170,500,0.05,20.0,400.0,0.2,0.5,0.00026152911596000195,0.007155412808060646,0.6688962655998699,1.0,False,0.0,1.0,9.900002479553223,198.00009727479176,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,2.0,40.0,0.05,0.5,1.7640937585383654e-05,0.0014702901244163513,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,2.0,40.0,0.1,0.5,1.7640937585383654e-05,0.0014702901244163513,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,2.0,40.0,0.2,0.5,1.7640937585383654e-05,0.0014702901244163513,0.1659750879715009,0.999,True,0.07254901960784313,0.04180328920483589,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,5.0,100.0,0.05,0.5,1.7640937585383654e-05,0.0014702901244163513,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,5.0,100.0,0.1,0.5,1.7640937585383654e-05,0.0014702901244163513,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,5.0,100.0,0.2,0.5,1.7640937585383654e-05,0.0014702901244163513,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,20.0,400.0,0.05,0.5,1.7640937585383654e-05,0.0014702901244163513,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,20.0,400.0,0.1,0.5,1.7640937585383654e-05,0.0014702901244163513,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,all,201,500,500,0.05,20.0,400.0,0.2,0.5,1.7640937585383654e-05,0.0014702901244163513,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,2.0,40.0,0.05,0.5,0.00023243114992510527,0.005732583347707987,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,2.0,40.0,0.1,0.5,0.00023243114992510527,0.005732583347707987,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,2.0,40.0,0.2,0.5,0.00023243114992510527,0.005732583347707987,0.1659750879715009,0.999,True,0.07254901960784313,0.04180328920483589,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,5.0,100.0,0.05,0.5,0.00023243114992510527,0.005732583347707987,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,5.0,100.0,0.1,0.5,0.00023243114992510527,0.005732583347707987,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,5.0,100.0,0.2,0.5,0.00023243114992510527,0.005732583347707987,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,20.0,400.0,0.05,0.5,0.00023243114992510527,0.005732583347707987,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,20.0,400.0,0.1,0.5,0.00023243114992510527,0.005732583347707987,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,17,class,201,170,500,0.05,20.0,400.0,0.2,0.5,0.00023243114992510527,0.005732583347707987,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,2.0,40.0,0.05,0.5,1.1091766282333992e-05,0.0014127405593171716,0.16666664017571764,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,2.0,40.0,0.1,0.5,1.1091766282333992e-05,0.0014127405593171716,0.16666664017571764,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,2.0,40.0,0.2,0.5,1.1091766282333992e-05,0.0014127405593171716,0.16666664017571764,0.9996037219657445,True,0.061764705882352944,0.05795636773109436,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,5.0,100.0,0.05,0.5,1.1091766282333992e-05,0.0014127405593171716,0.33333329094781355,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,5.0,100.0,0.1,0.5,1.1091766282333992e-05,0.0014127405593171716,0.33333329094781355,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,5.0,100.0,0.2,0.5,1.1091766282333992e-05,0.0014127405593171716,0.33333329094781355,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,20.0,400.0,0.05,0.5,1.1091766282333992e-05,0.0014127405593171716,0.6666666242811442,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,20.0,400.0,0.1,0.5,1.1091766282333992e-05,0.0014127405593171716,0.6666666242811442,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,all,200,500,500,0.05,20.0,400.0,0.2,0.5,1.1091766282333992e-05,0.0014127405593171716,0.6666666242811442,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,2.0,40.0,0.05,0.5,0.00022534371237270534,0.008486301638185978,0.16666664017571764,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,2.0,40.0,0.1,0.5,0.00022534371237270534,0.008486301638185978,0.16666664017571764,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,2.0,40.0,0.2,0.5,0.00022534371237270534,0.008486301638185978,0.16666664017571764,0.9996037219657445,True,0.061764705882352944,0.05795636773109436,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,5.0,100.0,0.05,0.5,0.00022534371237270534,0.008486301638185978,0.33333329094781355,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,5.0,100.0,0.1,0.5,0.00022534371237270534,0.008486301638185978,0.33333329094781355,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,5.0,100.0,0.2,0.5,0.00022534371237270534,0.008486301638185978,0.33333329094781355,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,20.0,400.0,0.05,0.5,0.00022534371237270534,0.008486301638185978,0.6666666242811442,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,20.0,400.0,0.1,0.5,0.00022534371237270534,0.008486301638185978,0.6666666242811442,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,18,class,200,170,500,0.05,20.0,400.0,0.2,0.5,0.00022534371237270534,0.008486301638185978,0.6666666242811442,1.0,False,0.0,1.0,10.000001907348633,200.0000762939526,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,2.0,40.0,0.05,0.5,2.2732825527782552e-05,0.00222064764238894,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,2.0,40.0,0.1,0.5,2.2732825527782552e-05,0.00222064764238894,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,2.0,40.0,0.2,0.5,2.2732825527782552e-05,0.00222064764238894,0.1659750879715009,0.9994402423985049,True,0.06764705882352941,0.051451295614242554,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,5.0,100.0,0.05,0.5,2.2732825527782552e-05,0.00222064764238894,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,5.0,100.0,0.1,0.5,2.2732825527782552e-05,0.00222064764238894,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,5.0,100.0,0.2,0.5,2.2732825527782552e-05,0.00222064764238894,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,20.0,400.0,0.05,0.5,2.2732825527782552e-05,0.00222064764238894,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,20.0,400.0,0.1,0.5,2.2732825527782552e-05,0.00222064764238894,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,all,201,500,500,0.05,20.0,400.0,0.2,0.5,2.2732825527782552e-05,0.00222064764238894,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,2.0,40.0,0.05,0.5,0.0001467782713007182,0.005457827355712652,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,2.0,40.0,0.1,0.5,0.0001467782713007182,0.005457827355712652,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,2.0,40.0,0.2,0.5,0.0001467782713007182,0.005457827355712652,0.1659750879715009,0.9994402423985049,True,0.06764705882352941,0.051451295614242554,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,5.0,100.0,0.05,0.5,0.0001467782713007182,0.005457827355712652,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,5.0,100.0,0.1,0.5,0.0001467782713007182,0.005457827355712652,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,5.0,100.0,0.2,0.5,0.0001467782713007182,0.005457827355712652,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,20.0,400.0,0.05,0.5,0.0001467782713007182,0.005457827355712652,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,20.0,400.0,0.1,0.5,0.0001467782713007182,0.005457827355712652,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,19,class,201,170,500,0.05,20.0,400.0,0.2,0.5,0.0001467782713007182,0.005457827355712652,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,2.0,40.0,0.05,0.5,1.4081573681323789e-05,0.0012466444168239832,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,2.0,40.0,0.1,0.5,1.4081573681323789e-05,0.0012466444168239832,0.1659750879715009,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,2.0,40.0,0.2,0.5,1.4081573681323789e-05,0.0012466444168239832,0.1659750879715009,0.9995450119398499,True,0.06470588235294118,0.05527915805578232,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,5.0,100.0,0.05,0.5,1.4081573681323789e-05,0.0012466444168239832,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,5.0,100.0,0.1,0.5,1.4081573681323789e-05,0.0012466444168239832,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,5.0,100.0,0.2,0.5,1.4081573681323789e-05,0.0012466444168239832,0.3322258883586474,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
rain,person,20,all,201,500,500,0.05,20.0,400.0,0.05,0.5,1.4081573681323789e-05,0.0012466444168239832,0.6655573789793686,1.0,False,0.0,1.0,10.05000114440918,201.00004673004435,1.0,0.05000000074505806,0.05000000074505806
