fnr_boot_lo,fnr_boot_hi,lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,n_test_images,n_test_components,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,157,0.0,False,0.0,0.0,0.0,102.00007438661095,0.7968126914816885,0,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,102
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,157,0.0,False,0.0,0.0,0.0,102.00007438661095,0.7968126914816885,0,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,102
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,157,0.0,False,0.0,0.0,0.0,102.00007438661095,0.7968126914816885,0,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,102
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,157,0.0,False,0.0,0.0,0.0,102.00007438661095,0.7968126914816885,0,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,102
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,157,0.0,False,0.0,0.0,0.0,102.00007438661095,0.7968126914816885,0,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,102
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,157,0.0,False,0.0,0.0,0.0,102.00007438661095,0.7968126914816885,0,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,102
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,0,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,0,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,0,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,0,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,0,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.932,17,22,0.0,False,0.0,0.0,0.0,62.99999475479135,0.863930890867659,0,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,63
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,85,0.0,False,0.0,0.0,0.0,88.00002336502237,0.8196721119254039,0,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,88
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,85,0.0,False,0.0,0.0,0.0,88.00002336502237,0.8196721119254039,0,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,88
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,85,0.0,False,0.0,0.0,0.0,88.00002336502237,0.8196721119254039,0,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,88
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,85,0.0,False,0.0,0.0,0.0,88.00002336502237,0.8196721119254039,0,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,88
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,85,0.0,False,0.0,0.0,0.0,88.00002336502237,0.8196721119254039,0,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,88
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,85,0.0,False,0.0,0.0,0.0,88.00002336502237,0.8196721119254039,0,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,88
,,1.0,1000,False,0.0,0.0,1.0,0.632,92,185,0.0,False,0.0,0.0,0.0,97.00003743172115,0.8048289460446589,1,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,97
,,1.0,1000,False,0.0,0.0,1.0,0.632,92,185,0.0,False,0.0,0.0,0.0,97.00003743172115,0.8048289460446589,1,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,97
,,1.0,1000,False,0.0,0.0,1.0,0.632,92,185,0.0,False,0.0,0.0,0.0,97.00003743172115,0.8048289460446589,1,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,97
,,1.0,1000,False,0.0,0.0,1.0,0.632,92,185,0.0,False,0.0,0.0,0.0,97.00003743172115,0.8048289460446589,1,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,97
,,1.0,1000,False,0.0,0.0,1.0,0.632,92,185,0.0,False,0.0,0.0,0.0,97.00003743172115,0.8048289460446589,1,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,97
,,1.0,1000,False,0.0,0.0,1.0,0.632,92,185,0.0,False,0.0,0.0,0.0,97.00003743172115,0.8048289460446589,1,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,97
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,19,0.0,False,0.0,0.0,0.0,64.00000691413882,0.8620689548862109,1,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,64
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,19,0.0,False,0.0,0.0,0.0,64.00000691413882,0.8620689548862109,1,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,64
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,19,0.0,False,0.0,0.0,0.0,64.00000691413882,0.8620689548862109,1,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,64
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,19,0.0,False,0.0,0.0,0.0,64.00000691413882,0.8620689548862109,1,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,64
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,19,0.0,False,0.0,0.0,0.0,64.00000691413882,0.8620689548862109,1,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,64
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,19,0.0,False,0.0,0.0,0.0,64.00000691413882,0.8620689548862109,1,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,64
,,1.0,1000,False,0.0,0.0,1.0,0.812,47,82,0.0,False,0.0,0.0,0.0,95.00008344652429,0.8080807458063958,1,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,95
,,1.0,1000,False,0.0,0.0,1.0,0.812,47,82,0.0,False,0.0,0.0,0.0,95.00008344652429,0.8080807458063958,1,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,95
,,1.0,1000,False,0.0,0.0,1.0,0.812,47,82,0.0,False,0.0,0.0,0.0,95.00008344652429,0.8080807458063958,1,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,95
,,1.0,1000,False,0.0,0.0,1.0,0.812,47,82,0.0,False,0.0,0.0,0.0,95.00008344652429,0.8080807458063958,1,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,95
,,1.0,1000,False,0.0,0.0,1.0,0.812,47,82,0.0,False,0.0,0.0,0.0,95.00008344652429,0.8080807458063958,1,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,95
,,1.0,1000,False,0.0,0.0,1.0,0.812,47,82,0.0,False,0.0,0.0,0.0,95.00008344652429,0.8080807458063958,1,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,95
,,1.0,1000,False,0.0,0.0,1.0,0.656,86,164,0.0,False,0.0,0.0,0.0,94.00007486345132,0.8097165429161713,2,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,94
,,1.0,1000,False,0.0,0.0,1.0,0.656,86,164,0.0,False,0.0,0.0,0.0,94.00007486345132,0.8097165429161713,2,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,94
,,1.0,1000,False,0.0,0.0,1.0,0.656,86,164,0.0,False,0.0,0.0,0.0,94.00007486345132,0.8097165429161713,2,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,94
,,1.0,1000,False,0.0,0.0,1.0,0.656,86,164,0.0,False,0.0,0.0,0.0,94.00007486345132,0.8097165429161713,2,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,94
,,1.0,1000,False,0.0,0.0,1.0,0.656,86,164,0.0,False,0.0,0.0,0.0,94.00007486345132,0.8097165429161713,2,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,94
,,1.0,1000,False,0.0,0.0,1.0,0.656,86,164,0.0,False,0.0,0.0,0.0,94.00007486345132,0.8097165429161713,2,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,94
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,13,0.0,False,0.0,0.0,0.0,57.00000047683726,0.8752735174963291,2,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,57
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,13,0.0,False,0.0,0.0,0.0,57.00000047683726,0.8752735174963291,2,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,57
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,13,0.0,False,0.0,0.0,0.0,57.00000047683726,0.8752735174963291,2,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,57
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,13,0.0,False,0.0,0.0,0.0,57.00000047683726,0.8752735174963291,2,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,57
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,13,0.0,False,0.0,0.0,0.0,57.00000047683726,0.8752735174963291,2,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,57
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,13,0.0,False,0.0,0.0,0.0,57.00000047683726,0.8752735174963291,2,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,57
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,61,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,61,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,61,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,61,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,61,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.86,35,61,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,165,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,165,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,165,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,165,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,165,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,165,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,15,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,15,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,15,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,15,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,15,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.952,12,15,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.684,79,148,0.0,False,0.0,0.0,0.0,100.87849107414435,0.7978427773203397,4,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.684,79,148,0.0,False,0.0,0.0,0.0,100.87849107414435,0.7978427773203397,4,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.684,79,148,0.0,False,0.0,0.0,0.0,100.87849107414435,0.7978427773203397,4,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.684,79,148,0.0,False,0.0,0.0,0.0,100.87849107414435,0.7978427773203397,4,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.684,79,148,0.0,False,0.0,0.0,0.0,100.87849107414435,0.7978427773203397,4,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.684,79,148,0.0,False,0.0,0.0,0.0,100.87849107414435,0.7978427773203397,4,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.956,11,15,0.0,False,0.0,0.0,0.0,61.87978172545335,0.8651419613830188,4,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.956,11,15,0.0,False,0.0,0.0,0.0,61.87978172545335,0.8651419613830188,4,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.956,11,15,0.0,False,0.0,0.0,0.0,61.87978172545335,0.8651419613830188,4,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.956,11,15,0.0,False,0.0,0.0,0.0,61.87978172545335,0.8651419613830188,4,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.956,11,15,0.0,False,0.0,0.0,0.0,61.87978172545335,0.8651419613830188,4,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.956,11,15,0.0,False,0.0,0.0,0.0,61.87978172545335,0.8651419613830188,4,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,76,0.0,False,0.0,0.0,0.0,82.87894019515926,0.8275544204855582,4,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,76,0.0,False,0.0,0.0,0.0,82.87894019515926,0.8275544204855582,4,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,76,0.0,False,0.0,0.0,0.0,82.87894019515926,0.8275544204855582,4,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,76,0.0,False,0.0,0.0,0.0,82.87894019515926,0.8275544204855582,4,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,76,0.0,False,0.0,0.0,0.0,82.87894019515926,0.8275544204855582,4,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.848,38,76,0.0,False,0.0,0.0,0.0,82.87894019515926,0.8275544204855582,4,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,159,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,159,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,159,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,159,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,159,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.664,84,159,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.948,13,17,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.948,13,17,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.948,13,17,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.948,13,17,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.948,13,17,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.948,13,17,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,89,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,89,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,89,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,89,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,89,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.824,44,89,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.688,78,167,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.688,78,167,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.688,78,167,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.688,78,167,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.688,78,167,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.688,78,167,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,17,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,17,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,17,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,17,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,17,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,17,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,75,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,75,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,75,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
,,1.0,1000,False,0.0,0.0,1.0,0.852,37,75,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
