model,scheme,seed,alpha,rho,union_area,class_mean_area,max_class_area,sum_class_area,area__person,area__rider,area__bicycle,lam__person,lam__rider,lam__bicycle,degenerate
segformer_b5_cityscapes,cityscapes_val_half,0,0.2,0.5,0.03179071807861328,0.012544182459513345,0.02018843650817871,0.03763254737854004,0.02018843650817871,0.006110422134399414,0.011333688735961914,0.9720745615876266,0.997142409456625,0.9739384645000112,False
segformer_b5_cityscapes,cityscapes_val_half,1,0.2,0.5,0.030121837615966797,0.012170889536539714,0.01827358818054199,0.03651266860961914,0.01827358818054199,0.007327293395996094,0.010911787033081054,0.9636921945229898,0.9981886599073804,0.9807690827108984,False
segformer_b5_cityscapes,cityscapes_val_half,2,0.2,0.5,0.034743535995483396,0.013923082987467446,0.022035610198974608,0.04176924896240234,0.022035610198974608,0.007586648941040039,0.012146989822387695,0.9763408030251424,0.9984440343683948,0.9830175634753826,False
segformer_b5_cityscapes,cityscapes_val_half,3,0.2,0.5,0.03321857643127441,0.014371623357137044,0.017323064804077148,0.043114870071411134,0.017323064804077148,0.011221397399902343,0.014570407867431641,0.961095485500572,0.999659591810299,0.9933625692959808,False
segformer_b5_cityscapes,cityscapes_val_half,4,0.2,0.5,0.033569515228271486,0.013490288416544595,0.021964134216308592,0.04047086524963379,0.021964134216308592,0.0058637351989746095,0.012642995834350586,0.9822989104168258,0.9981886599073804,0.9886237271417656,False
segformer_b5_cityscapes,cityscapes_val_half,5,0.2,0.5,0.034712814331054685,0.013838193893432618,0.023050643920898437,0.041514581680297855,0.023050643920898437,0.006589958190917969,0.011873979568481446,0.9822989104168258,0.997142409456625,0.9807690827108984,False
segformer_b5_cityscapes,cityscapes_val_half,6,0.2,0.5,0.03137747001647949,0.01243255360921224,0.01957221984863281,0.03729766082763672,0.01957221984863281,0.005521739959716797,0.01220370101928711,0.9670390287822542,0.9963859013736038,0.9856120142174416,False
segformer_b5_cityscapes,cityscapes_val_half,7,0.2,0.5,0.035111375808715824,0.01408303133646647,0.02263164520263672,0.04224909400939941,0.02263164520263672,0.006975379943847657,0.012642068862915039,0.9825417784707948,0.9978913718500668,0.9815498458082051,False
segformer_b5_cityscapes,cityscapes_val_half,8,0.2,0.5,0.03361956214904785,0.01358687464396159,0.02211521339416504,0.04076062393188477,0.02211521339416504,0.006723808288574219,0.011921602249145508,0.9807690827108984,0.998355628276785,0.9878101040107512,False
segformer_b5_cityscapes,cityscapes_val_half,9,0.2,0.5,0.03126865196228027,0.012687762578328451,0.020153388977050782,0.03806328773498535,0.020153388977050782,0.007093353271484375,0.010816545486450195,0.978816388647515,0.9984864387515638,0.981293178596342,False
