setting,label,experiment,model,scheme,class_name,n_cells,n_test_images_full,alpha,rho,n_permutations,budget,no_review_rate,residual_area,area_rel,q05_rel,q50_rel,q95_rel,closed_form_rel,single_random_rel,below_band
region_16PEC,Held-out 16PEC,x3_triage__region_16PEC__marida_unet_holdout_region_16PEC,marida_unet_holdout_region_16PEC,marida_holdout_region_16PEC,marine_debris,1,193,0.2,0.5,1000,0.3,0.05345423143350604,0.03367875647668394,0.630048465266559,0.4876413570274637,0.705977382875606,0.9030694668820679,0.7,0.8513731825525034,False
region_16PEC,Held-out 16PEC,x3_triage__region_16PEC__marida_unet_holdout_region_16PEC,marida_unet_holdout_region_16PEC,marida_holdout_region_16PEC,marine_debris,1,193,0.2,0.5,1000,0.35,0.05345423143350604,0.025906735751295335,0.48465266558966075,0.42326332794830374,0.6558966074313408,0.8707592891760905,0.65,0.8513731825525034,False
region_16PEC,Held-out 16PEC,x3_triage__region_16PEC__marida_unet_holdout_region_16PEC,marida_unet_holdout_region_16PEC,marida_holdout_region_16PEC,marine_debris,1,193,0.2,0.5,1000,0.4,0.05345423143350604,0.02072538860103627,0.38772213247172865,0.3747980613893377,0.6090468497576736,0.8222940226171246,0.6,0.7544426494345706,False
region_16PEC,Held-out 16PEC,x3_triage__region_16PEC__marida_unet_holdout_region_16PEC,marida_unet_holdout_region_16PEC,marida_holdout_region_16PEC,marine_debris,1,193,0.2,0.5,1000,0.45,0.05345423143350604,0.02072538860103627,0.38772213247172865,0.3341680129240711,0.5638126009693054,0.7867528271405494,0.55,0.7221324717285935,False
region_16PEC,Held-out 16PEC,x3_triage__region_16PEC__marida_unet_holdout_region_16PEC,marida_unet_holdout_region_16PEC,marida_holdout_region_16PEC,marine_debris,1,193,0.2,0.5,1000,0.5,0.05345423143350604,0.02072538860103627,0.38772213247172865,0.27463651050080773,0.5040387722132472,0.7350565428109854,0.5,0.6009693053311791,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.0,0.14757120988464273,0.14757120988464273,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0,0.9999999999999998,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.05,0.14757120988464273,0.14664179104477612,0.993701895914568,0.887551828148203,0.9494299289610907,0.9999999999999998,0.95,0.9999999999999998,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.1,0.14757120988464273,0.14228855721393036,0.9642026878085377,0.7977197158443629,0.9115023756819086,0.9887622064357978,0.9,0.9747149644805451,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.15,0.14757120988464273,0.1335820895522388,0.9052042715964767,0.7373165754367766,0.8568802156174458,0.9494299289610906,0.85,0.9452157563745145,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.2,0.14757120988464273,0.13171641791044775,0.8925617538367493,0.6795743840052855,0.8089575094085647,0.9241448934416359,0.8,0.9452157563745145,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.25,0.14757120988464273,0.11940298507462686,0.809121136622549,0.6173271957691558,0.7572652026661972,0.8735748224027268,0.75,0.9227401692461102,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.3,0.14757120988464273,0.1044776119402985,0.7079809945447304,0.5596259111411609,0.6993087522035646,0.8328540290885963,0.7,0.8721700982072008,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.35,0.14757120988464273,0.09328358208955224,0.6321258879863665,0.508318437082249,0.6590147789334593,0.7967665101402561,0.65,0.8216000271682915,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.4,0.14757120988464273,0.08208955223880597,0.5562707814280025,0.45632156761045606,0.6045932937540713,0.7530965678420041,0.6,0.7963149916488373,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.45,0.14757120988464273,0.06716417910447761,0.45513063935018383,0.4033816805441068,0.5536990555931178,0.7011639143334352,0.55,0.6698898140515638,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,all_classes,1,134,0.2,0.5,1000,0.5,0.14757120988464273,0.05970149253731343,0.4045605683112745,0.3552235672585032,0.49614858585952143,0.6434879456140187,0.5,0.6193197430126542,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.0,0.14757120988464273,0.14757120988464273,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0,0.9999999999999998,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.05,0.14757120988464273,0.14664179104477612,0.993701895914568,0.887551828148203,0.9494299289610907,0.9999999999999998,0.95,0.9999999999999998,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.1,0.14757120988464273,0.14228855721393036,0.9642026878085377,0.7977197158443629,0.9115023756819086,0.9887622064357978,0.9,0.9747149644805451,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.15,0.14757120988464273,0.1335820895522388,0.9052042715964767,0.7373165754367766,0.8568802156174458,0.9494299289610906,0.85,0.9452157563745145,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.2,0.14757120988464273,0.13171641791044775,0.8925617538367493,0.6795743840052855,0.8089575094085647,0.9241448934416359,0.8,0.9452157563745145,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.25,0.14757120988464273,0.11940298507462686,0.809121136622549,0.6173271957691558,0.7572652026661972,0.8735748224027268,0.75,0.9227401692461102,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.3,0.14757120988464273,0.1044776119402985,0.7079809945447304,0.5596259111411609,0.6993087522035646,0.8328540290885963,0.7,0.8721700982072008,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.35,0.14757120988464273,0.09328358208955224,0.6321258879863665,0.508318437082249,0.6590147789334593,0.7967665101402561,0.65,0.8216000271682915,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.4,0.14757120988464273,0.08208955223880597,0.5562707814280025,0.45632156761045606,0.6045932937540713,0.7530965678420041,0.6,0.7963149916488373,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.45,0.14757120988464273,0.06716417910447761,0.45513063935018383,0.4033816805441068,0.5536990555931178,0.7011639143334352,0.55,0.6698898140515638,False
season_spring,Held-out spring,x3_triage__season_spring__marida_unet_holdout_season_spring,marida_unet_holdout_season_spring,marida_holdout_season_spring,marine_debris,1,134,0.2,0.5,1000,0.5,0.14757120988464273,0.05970149253731343,0.4045605683112745,0.3552235672585032,0.49614858585952143,0.6434879456140187,0.5,0.6193197430126542,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.0,0.05874596371992207,0.05874596371992207,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999989,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.05,0.05874596371992207,0.056403964994151394,0.9601334529647617,0.9478476235826858,0.9519022779149091,0.9554423267674128,0.95,0.9515729311344032,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.1,0.05874596371992207,0.05446467296714007,0.927121958996306,0.8968698244024661,0.9012145694337145,0.9062920047330534,0.9,0.9005670314631726,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.15,0.05874596371992207,0.05197591918315601,0.8847572818952634,0.8455480133123684,0.8510810035810449,0.8565610473232664,0.85,0.849764468146793,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.2,0.05874596371992207,0.04969969114705959,0.8460103128788287,0.7944667217924872,0.8008036730743504,0.8068993978747871,0.8,0.7982937040651058,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.25,0.05874596371992207,0.04750902904356849,0.8087198853366859,0.7430732342531553,0.7501626425387771,0.7569275275869946,0.75,0.7517229564618418,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.3,0.05874596371992207,0.04605889328751172,0.7840350276165802,0.6947569114378446,0.701802312724561,0.7090500301536402,0.7,0.705855561038195,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.35,0.05874596371992207,0.044855050346826665,0.7635426760667017,0.6440469902299868,0.6515477380616594,0.6592030882353959,0.65,0.6556744794505439,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.4,0.05874596371992207,0.043428671900711355,0.7392622258741449,0.5928972254563344,0.6011146906120682,0.6089635257823307,0.6,0.6063485341664867,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.45,0.05874596371992207,0.0415008014037619,0.7064451542853497,0.5425593852268703,0.5507313579542464,0.5589528340276166,0.55,0.55507402515566,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,all_classes,300,456,0.2,0.5,1000,0.5,0.05874596371992207,0.0384654953355611,0.6547768203948383,0.49168368630929876,0.5001677351844812,0.5085990643276656,0.5,0.5034845886644629,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.0,0.04237207602339181,0.04237207602339181,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999989,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.05,0.04237207602339181,0.03966614452798663,0.9361388029722368,0.9443017954184175,0.952035711205038,0.9593497307488512,0.95,0.9528483937351347,True
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.1,0.04237207602339181,0.037921052631578946,0.8949538514620892,0.8912504466981306,0.901454695567522,0.912063129228229,0.9,0.9032642850981494,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.15,0.04237207602339181,0.035218984962406025,0.8311838424665133,0.8398421461226605,0.8507787950857042,0.8626668186467206,0.85,0.8534016832817822,True
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.2,0.04237207602339181,0.032312552213868,0.7625907259306725,0.7873339207157031,0.8007227267686166,0.8139243509014059,0.8,0.8041404295695669,True
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.25,0.04237207602339181,0.030345446950710106,0.716166159381893,0.7365165555569247,0.7506401646313664,0.7642629788912025,0.75,0.7578846841074035,True
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.3,0.04237207602339181,0.028430242272347542,0.6709664699141109,0.6871959680102525,0.7018927678032308,0.7171303495951991,0.7,0.7130830180774101,True
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.35,0.04237207602339181,0.02731255221386801,0.6445884831979891,0.6367791524442089,0.6515766903673399,0.6668316471762513,0.65,0.6576850562531565,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.4,0.04237207602339181,0.025466060985797827,0.6010104619782874,0.5844655025816071,0.6013018940000739,0.617181920124213,0.6,0.6095624206725723,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.45,0.04237207602339181,0.023762113617376773,0.5607965397838597,0.5338364283865878,0.5506487905263028,0.5678766127342856,0.55,0.5644637774026187,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,bicycle,100,456,0.2,0.5,1000,0.5,0.04237207602339181,0.021616645781119458,0.5101625365060195,0.483238961935158,0.49990573129105015,0.5171302263681287,0.5,0.5120540720385445,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.0,0.08587239408374277,0.08587239408374277,1.0,1.0,1.0,1.0,1.0,0.9999999999999993,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.05,0.08587239408374277,0.08305452238429209,0.9671853599807327,0.9468897351210868,0.9518815167189415,0.9563390688432275,0.95,0.9504372582403486,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.1,0.08587239408374277,0.07983700135756056,0.9297167292168832,0.8947475510706862,0.9013366656582212,0.9078487747709082,0.9,0.8961437518019851,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.15,0.08587239408374277,0.07653114100811466,0.8912193706103207,0.8434438867059452,0.8509801119988443,0.8585242743601346,0.85,0.8450013060019705,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.2,0.08587239408374277,0.07347511771853879,0.8556314110316506,0.7920405305001248,0.8005814565160517,0.8088947534689387,0.8,0.7928292149839009,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.25,0.08587239408374277,0.06892140626186682,0.8026025942010497,0.7405722342186244,0.7499703549396245,0.7588894442787322,0.75,0.7451445003558155,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.3,0.08587239408374277,0.06650082355509986,0.7744144583909963,0.6919297162536981,0.7019419679094698,0.7114871623056188,0.7,0.6977176131996211,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.35,0.08587239408374277,0.06430669239386345,0.7488633929450198,0.6411568654061253,0.6517079051184657,0.6619873492168589,0.65,0.6489645783114241,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.4,0.08587239408374277,0.062129896236804115,0.7235141968467192,0.5901276710626373,0.6012528179416846,0.6114464901916553,0.6,0.5956101070533258,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.45,0.08587239408374277,0.05943181106174528,0.6920944931823767,0.5400561685465193,0.5507486883893364,0.5607750373828236,0.55,0.5415740209550385,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,person,100,456,0.2,0.5,1000,0.5,0.08587239408374277,0.055468436716792,0.6459402618110213,0.48952637452426606,0.5004251425255009,0.5102579132565841,0.5,0.4905416672828413,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.0,0.04799342105263158,0.04799342105263158,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999987,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.05,0.04799342105263158,0.04649122807017544,0.9687000228466985,0.9445586779377048,0.9520219328307059,0.9590282537506661,0.95,0.9524788668037458,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.1,0.04799342105263158,0.0456359649122807,0.9508795978981037,0.8919313075927197,0.9013784174853396,0.9116670474449777,0.9,0.9061000685400948,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.15,0.04799342105263158,0.044177631578947364,0.920493488690884,0.8398446424491661,0.8517249257482292,0.8632244307364253,0.85,0.8550757748838614,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.2,0.04799342105263158,0.04331140350877192,0.9024445967557685,0.7879064808468513,0.8009290990785164,0.814260147741985,0.8,0.802909146295026,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.25,0.04799342105263158,0.04326023391812863,0.9013784174853395,0.7364252532175769,0.7504378950574975,0.765143553423197,0.75,0.7580534612748446,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.3,0.04799342105263158,0.043245614035087705,0.9010737948366457,0.686459523265555,0.7023455943949433,0.7168646713883179,0.7,0.7140354885385717,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.35,0.04799342105263158,0.04294590643274853,0.8948290305384203,0.6361206305688827,0.6516640012184902,0.6670474449775341,0.65,0.6659051100449307,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.4,0.04799342105263158,0.04269005847953216,0.8894981341862767,0.5855494631025815,0.6011727971974716,0.6180831619830934,0.6,0.6227248495925661,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.45,0.04799342105263158,0.04130847953216374,0.8607112938847002,0.5334666057421369,0.5504531261899321,0.5671312162059249,0.55,0.5709389993145979,False
night_tierA50,"ACDC night (tier A, $n_t{=}50$)",x3_triage__night_tierA50__segformer_b2_cityscapes,segformer_b2_cityscapes,acdc_night_targetcal50,rider,100,456,0.2,0.5,1000,0.5,0.04799342105263158,0.03831140350877193,0.7982636509024446,0.48297540172111797,0.5000380778310867,0.5178623105627902,0.5,0.5190769933744562,False
