lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,n_test_images,n_test_components,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,seed,class_name,alpha,rho,method,model,scheme,n_cal_images,region_fnr_component_avg
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.05,0.1,region_crc,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.05,0.1,heuristic,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
,-1,True,,0.5423659778376759,0.0029043876565992832,,450,,,False,,,,,,0,person,0.05,0.1,argmax,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,0.5073529411764706
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.1,0.1,region_crc,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.1,0.1,heuristic,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
,-1,True,,0.5423659778376759,0.0029043876565992832,,450,,,False,,,,,,0,person,0.1,0.1,argmax,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,0.5073529411764706
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.2,0.1,region_crc,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
0.999,999,True,0.21916741539383047,0.21916741539383047,0.038331348448991776,0.4111111111111111,265,680.0,0.13555555555555554,False,0.3014018691588785,0.03864734299516908,0.0,,,0,person,0.2,0.1,heuristic,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
,-1,True,,0.5423659778376759,0.0029043876565992832,,450,,,False,,,,,,0,person,0.2,0.1,argmax,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,0.5073529411764706
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.05,0.5,region_crc,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.05,0.5,heuristic,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
,-1,True,,0.6269901168014376,0.0029043876565992832,,450,,,False,,,,,,0,person,0.05,0.5,argmax,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,0.6088235294117647
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.1,0.5,region_crc,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
1.0,1000,True,0.0,0.0,1.0,0.4111111111111111,265,680.0,0.0,False,0.0,0.0,0.0,,,0,person,0.1,0.5,heuristic,mask2former_swinb_cityscapes,acdc_snow_targetcal50,32,
